Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,192,2,0,0,6,1,4,1,2,0,1,7,6,0,0,2,0,1,1,3,6,4,7,4,0,1,0,0,4,2,2,0,259,192,67,1389.7822839156013
P1,0,136,0,6,1,0,0,7,3,0,2,2,0,5,11,6,0,0,1,11,1,4,3,0,2,7,1,2,0,1,1,2,215,136,79,1109.408969353187
P2,0,3,192,3,6,1,0,3,1,1,4,6,3,0,0,5,1,1,3,3,4,1,4,2,1,7,4,0,2,0,0,2,263,192,71,1264.397737055918
P3,0,0,0,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,130,127,3,2538.2208192474613
P4,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,82,2,3931.450037579379
P5,1,1,0,3,3,192,0,4,3,0,2,14,2,2,5,2,0,0,3,0,6,0,1,0,2,0,1,0,2,0,3,0,252,192,60,1388.2836754052646
P6,0,1,1,5,22,0,184,1,1,0,0,1,7,0,1,0,1,1,3,0,4,4,1,0,1,1,0,0,0,1,2,0,243,184,59,1727.6572319743366
P7,0,5,1,6,8,0,4,160,0,0,1,6,1,4,0,7,0,1,5,1,0,5,2,5,7,1,1,0,0,0,0,0,231,160,71,1134.9761285230666
P8,0,3,0,0,2,0,0,1,176,0,0,7,5,5,2,5,4,1,0,9,0,6,2,3,5,1,3,0,0,3,1,0,244,176,68,1384.134843981663
P9,0,0,0,6,6,4,1,3,1,192,0,10,2,0,0,3,2,0,1,5,3,6,1,0,1,0,0,1,0,0,1,0,249,192,57,1421.3423301138123
P10,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,146,1,4367.06463362237
P11,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,4352.572044637807
P12,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,5173.624832812616
P13,0,0,0,0,0,0,0,0,1,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,162,1,4862.174194958919
P14,0,1,0,2,3,4,2,2,1,3,1,2,17,4,176,3,1,1,3,2,0,4,1,4,7,5,1,0,2,1,2,0,255,176,79,1541.987064790832
P15,0,2,4,2,0,0,0,0,0,3,0,7,26,1,0,144,0,2,4,1,2,3,0,0,1,0,0,0,0,0,1,0,203,144,59,1979.7463959716295
P16,0,13,1,14,5,0,0,5,2,1,8,2,5,5,2,6,184,5,4,0,2,5,1,0,3,3,2,2,0,0,2,0,282,184,98,1419.615045695567
P17,0,8,2,7,7,0,2,1,0,3,5,2,3,0,2,1,2,184,1,7,2,1,0,0,2,5,4,0,1,1,1,1,255,184,71,1347.7029961507546
P18,1,7,0,7,2,1,0,5,0,0,2,2,3,1,2,3,2,1,160,14,6,4,0,0,4,2,3,0,3,2,0,0,237,160,77,1484.2396122672117
P19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,1,0,1,0,0,0,0,0,101,98,3,4707.453134461557
P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,138,0,0,0,1,1,0,0,0,0,1,0,142,138,4,2770.6245534714903
P21,0,0,1,0,5,0,0,5,5,1,4,4,3,2,0,1,3,0,0,6,6,144,5,4,7,1,1,4,0,7,0,0,219,144,75,1301.1154760754516
P22,4,3,0,0,3,1,4,0,2,0,17,1,3,0,1,5,0,0,7,9,1,2,168,0,4,7,0,0,0,0,0,1,243,168,75,1383.5196001394518
P23,0,0,1,0,17,0,2,0,4,0,2,8,1,8,0,1,0,1,1,0,1,6,0,184,6,0,0,0,0,0,2,0,245,184,61,1675.8735624014996
P24,1,7,3,2,6,0,0,4,1,0,0,3,0,2,1,3,2,1,0,12,8,1,4,1,144,2,3,0,7,0,0,2,220,144,76,1417.355006427038
P25,0,1,0,10,7,0,2,0,1,2,0,10,3,0,0,1,0,1,1,6,0,3,1,0,1,160,1,2,0,0,2,0,215,160,55,1591.457396951942
P26,0,6,2,1,2,4,2,2,1,0,3,3,3,1,0,1,1,5,5,15,1,2,3,0,4,3,176,0,2,4,0,0,252,176,76,1387.8573239679229
P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,197,196,1,2143.9468952788898
P28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,181,180,1,2001.9755386935437
P29,4,1,0,1,5,0,0,1,1,0,6,3,7,6,1,5,2,0,3,0,6,0,1,1,1,1,6,1,3,184,2,0,252,184,68,1384.685693841971
P30,1,5,0,0,0,0,0,1,1,1,0,24,5,0,0,1,3,0,0,5,0,0,1,0,1,0,0,0,0,1,184,0,234,184,50,1844.4012641665286
P31,4,2,0,6,10,0,0,1,1,1,4,2,7,0,4,0,0,1,1,1,11,2,2,0,1,0,0,0,2,1,1,200,265,200,65,1560.9191176853124
