Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,144,2,2,5,1,0,0,1,5,0,0,3,4,1,0,1,12,3,4,6,6,1,1,1,3,1,1,0,1,5,0,0,214,144,70,1029.055264364649
P1,0,184,4,0,2,0,2,0,1,0,0,9,7,0,0,1,4,0,3,0,2,0,2,5,0,1,1,0,0,0,1,1,230,184,46,1053.7645067058074
P2,0,4,136,3,0,0,3,4,1,0,1,11,0,0,1,1,0,1,0,6,1,0,2,0,8,5,0,0,0,5,2,0,195,136,59,1034.4398291896825
P3,0,0,0,127,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,127,2,2537.906570699404
P4,0,0,0,0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,157,154,3,7383.290023256057
P5,1,0,13,0,3,184,3,0,0,0,1,7,3,3,0,0,6,1,5,2,1,1,2,2,7,3,5,0,6,1,0,1,261,184,77,1056.1249164096394
P6,7,0,6,2,7,3,136,1,3,2,2,1,0,3,3,3,7,1,5,5,5,2,10,3,5,5,1,1,3,2,3,10,247,136,111,1030.0604586986199
P7,3,1,3,0,4,5,10,184,2,0,2,0,5,1,4,1,2,0,7,5,7,4,0,1,5,3,2,2,1,0,2,0,266,184,82,1036.6690964996058
P8,6,2,0,1,3,1,7,3,176,5,2,3,1,7,2,5,0,1,1,3,5,7,1,2,4,1,3,2,3,1,7,1,266,176,90,1017.5056001561728
P9,0,0,0,2,3,0,1,0,0,192,0,3,7,0,0,1,1,0,4,5,0,0,0,0,3,4,0,0,4,0,0,0,230,192,38,1065.8766292120768
P10,1,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,178,2,5324.477609671981
P11,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0,5998.056598098442
P12,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,7814.329174560721
P13,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,164,162,2,4862.472950884313
P14,5,1,1,0,1,0,1,1,3,1,3,2,6,1,184,5,5,1,5,6,3,2,2,1,1,5,3,2,0,2,0,1,254,184,70,1037.4519267804903
P15,3,3,1,14,4,0,6,1,2,0,5,0,3,1,1,144,0,0,4,1,6,0,1,0,1,6,0,1,1,0,0,0,209,144,65,1054.8037003590623
P16,1,0,0,0,1,1,0,1,0,0,0,13,1,0,2,3,144,0,0,3,3,0,1,2,0,4,2,1,1,0,1,0,185,144,41,1067.9533736643702
P17,5,1,3,8,3,1,2,2,0,1,1,7,3,0,0,10,0,192,3,1,1,0,0,7,1,3,1,2,3,3,0,0,264,192,72,1061.8526576504903
P18,3,0,5,1,4,1,0,0,1,0,1,9,0,1,0,0,1,0,127,3,5,0,1,0,3,5,3,0,0,0,0,0,174,127,47,1043.3087963436342
P19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,1,0,0,0,0,0,0,0,0,0,0,115,113,2,5427.518663934177
P20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,1,0,0,0,0,0,0,132,130,2,2609.4324079748026
P21,5,1,7,7,1,4,2,2,3,0,2,3,3,3,3,6,0,0,5,3,7,176,0,2,3,15,5,2,3,3,2,3,281,176,105,1072.7085886657212
P22,3,0,1,3,1,0,11,3,0,2,2,5,1,2,0,0,0,0,7,7,3,1,176,1,0,0,2,4,0,5,5,0,245,176,69,1053.7817155307162
P23,1,2,0,9,3,4,1,1,2,0,1,3,4,1,0,3,0,0,3,5,1,0,0,168,0,0,1,1,0,0,0,1,215,168,47,1085.7217564326872
P24,1,1,5,0,0,0,0,0,2,4,0,0,1,0,1,3,2,1,1,18,2,0,1,0,144,1,1,4,0,0,0,1,194,144,50,1054.746590461077
P25,7,1,6,1,4,1,0,1,1,0,0,3,4,3,2,0,7,0,2,6,1,4,0,3,3,127,5,0,0,0,2,0,194,127,67,1037.0196169729807
P26,5,2,13,3,3,0,11,1,2,0,3,5,3,3,2,7,6,6,5,1,5,7,5,3,7,7,160,1,3,0,3,2,284,160,124,1081.7347122985093
P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,176,0,0,0,1,181,176,5,1926.432216248058
P28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,176,0,0,1,180,176,4,1958.4109091159814
P29,1,2,1,15,3,1,4,2,0,0,1,1,3,2,1,4,6,0,0,2,1,2,3,2,9,3,3,7,3,176,3,1,262,176,86,1041.597824142649
P30,0,0,0,5,1,1,2,0,1,0,1,5,3,11,0,5,1,0,5,2,0,0,0,2,1,0,1,0,0,1,176,0,224,176,48,1090.8511673820817
P31,5,1,0,2,2,0,5,0,2,1,2,2,1,3,2,3,1,1,11,5,13,0,0,1,0,6,7,2,0,3,1,184,266,184,82,1040.2095892553366
