Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,8,0,0,19,9,3,0,6,6,0,1,4,7,7,8,3,1,3,0,9,2,1,5,1,4,1,0,0,2,0,17,1,128,8,120,2155.906899709399
P1,16,6,15,0,1,6,0,13,30,3,2,36,0,1,37,3,0,1,2,0,0,0,2,10,12,32,0,3,1,11,10,0,253,6,247,2155.9962509116244
P2,4,10,1,10,6,9,10,3,4,2,1,0,23,1,1,2,18,8,13,0,6,0,0,6,0,12,9,10,9,5,1,9,193,1,192,2155.907909893226
P3,3,28,4,6,3,11,9,8,12,1,9,6,3,25,13,0,11,5,1,1,3,4,2,3,7,1,0,22,0,19,1,1,222,6,216,2155.970786787481
P4,8,9,0,7,7,12,18,20,1,17,7,5,2,5,8,1,17,4,22,13,11,3,1,0,0,4,2,2,3,0,1,6,216,7,209,2155.892275789831
P5,14,8,0,13,34,4,0,6,0,11,1,0,1,1,3,4,0,0,26,1,1,1,1,14,8,6,0,0,4,7,9,7,185,4,181,2155.8174113012305
P6,16,8,13,7,3,9,8,1,13,5,11,6,6,1,1,25,1,0,1,2,26,3,0,2,19,0,4,17,2,9,1,10,230,8,222,2155.8231230664805
P7,9,16,2,23,21,12,0,6,8,14,2,1,2,9,13,17,6,8,13,1,2,0,11,15,21,19,0,0,4,14,2,11,282,6,276,2155.9401736126733
P8,16,0,8,8,0,6,2,7,8,1,14,4,8,19,4,2,1,0,3,2,1,4,8,11,4,0,1,20,0,0,7,1,170,8,162,2155.7932641645093
P9,0,1,0,2,5,0,2,8,2,7,0,1,14,13,0,3,2,0,8,4,11,15,0,7,0,4,12,18,4,8,1,0,152,7,145,2155.9254391719187
P10,10,5,13,5,8,3,1,9,1,0,10,3,3,18,0,6,5,4,0,1,21,8,26,0,2,2,6,0,0,0,37,3,210,10,200,2155.9871656860905
P11,0,12,4,0,5,7,8,1,6,4,1,3,0,1,4,5,0,4,1,27,10,3,26,7,7,3,3,14,1,0,9,2,178,3,175,2155.886182258461
P12,1,8,2,0,0,1,16,7,1,1,15,6,10,1,2,9,9,0,25,5,6,2,1,9,8,2,1,15,23,14,0,9,209,10,199,2155.9760633105143
P13,11,2,4,8,8,0,12,0,16,9,4,7,16,0,3,4,0,0,0,4,0,5,13,8,0,4,4,0,3,4,5,8,162,0,162,2156.1204061257063
P14,5,0,0,21,2,6,5,26,5,6,4,1,0,3,0,0,5,1,0,22,6,1,4,9,5,4,11,8,7,2,5,16,190,0,190,2155.8021551256106
P15,0,2,5,3,12,1,12,4,5,4,16,0,1,0,0,4,8,1,1,15,9,1,2,20,4,3,20,3,2,2,2,5,167,4,163,2155.9669748065526
P16,4,0,19,2,3,9,2,2,8,0,0,16,5,16,9,0,0,4,0,4,0,0,13,12,0,12,1,12,1,0,28,4,186,0,186,2155.9428729118454
P17,14,12,15,2,3,2,17,20,1,1,9,15,2,12,5,1,14,1,3,5,5,15,5,0,9,8,3,2,2,27,2,4,236,1,235,2155.975539340778
P18,0,1,5,4,0,7,25,5,2,0,22,11,9,7,0,3,13,8,8,1,0,25,5,5,0,1,44,1,2,16,10,5,245,8,237,2155.8506650310146
P19,10,30,7,8,9,5,0,3,8,7,8,0,0,4,16,4,28,37,10,20,0,0,5,0,4,9,0,1,16,0,0,0,249,20,229,2155.873197857543
P20,9,4,2,13,5,8,0,8,9,0,4,12,16,0,1,5,1,16,4,0,0,1,0,0,4,10,0,0,1,0,1,4,138,0,138,2156.0611200109133
P21,5,4,1,3,10,10,4,5,5,7,2,6,5,10,5,14,0,13,12,11,2,7,10,14,4,11,1,0,5,0,10,4,200,7,193,2155.951132006591
P22,5,0,13,1,4,13,0,1,1,22,4,10,5,13,0,6,11,0,12,4,14,8,14,7,11,4,20,0,10,7,2,5,227,14,213,2155.902725744855
P23,5,9,0,9,2,9,5,5,0,1,13,3,6,8,1,5,5,24,6,11,0,5,12,19,15,2,4,2,15,7,22,8,238,19,219,2155.927366488077
P24,11,4,0,7,11,0,6,17,1,21,0,2,4,13,4,4,4,34,1,12,1,4,0,5,14,3,10,10,2,4,0,14,223,14,209,2155.855034005692
P25,1,2,1,9,0,0,0,5,5,8,6,7,3,0,18,0,5,4,4,14,0,0,7,8,15,2,9,6,44,17,1,7,208,2,206,2156.066453387385
P26,9,16,5,0,2,13,31,0,4,23,1,4,28,0,5,20,8,1,3,1,5,6,1,6,4,2,0,6,4,0,0,8,216,0,216,2155.7204319764046
P27,9,6,18,9,1,8,1,7,17,7,9,3,8,12,1,20,0,2,0,1,19,34,4,3,5,6,0,10,10,13,5,28,276,10,266,2155.9530699832303
P28,1,0,24,0,5,4,5,0,20,12,9,17,0,1,15,6,3,21,5,5,19,0,16,3,0,1,17,0,4,0,4,3,220,4,216,2156.0020746881587
P29,0,1,11,0,16,4,4,3,1,4,3,10,6,1,13,1,4,3,8,3,3,25,1,1,1,19,16,10,5,15,2,13,207,15,192,2155.9428980605862
P30,0,2,16,5,2,17,3,2,8,10,7,2,15,6,17,16,13,0,0,0,17,22,3,0,13,0,2,9,15,5,8,6,241,8,233,2155.8914154772165
P31,4,2,0,4,11,9,2,0,0,0,13,7,0,0,1,15,15,1,16,9,8,5,10,3,8,21,8,7,7,2,5,6,199,6,193,2155.936962928394
