Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,100,0,0,0,2,2,14,18,136,100,36,3176.0891923564
P1,0,100,0,0,0,3,8,22,133,100,33,3175.4207658658
P2,0,0,100,1,0,6,21,7,135,100,35,3176.3267412104
P3,0,0,0,99,0,10,7,15,131,99,32,3177.1758537172
P4,0,0,0,0,97,12,5,8,122,97,25,3176.8131599589997
P5,0,0,0,0,0,67,0,0,67,67,0,3176.2064819382003
P6,0,0,0,0,1,0,44,0,45,44,1,3170.2114944513996
P7,0,0,0,0,0,0,1,30,31,30,1,3167.9984521816
