Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,2,0,1,0,2,2,0,3,10,2,8,251.8443107425
P1,1,1,1,1,2,1,1,0,8,1,7,252.56676673000004
P2,0,0,0,3,0,0,2,0,5,0,5,252.3697316625
P3,2,3,1,1,1,0,0,2,10,1,9,252.54118441499998
P4,1,1,1,1,1,1,1,1,8,1,7,252.30524539
P5,0,1,2,0,0,2,2,0,7,2,5,252.20423340000002
P6,2,1,1,1,1,0,1,1,8,1,7,252.29702591000003
P7,0,1,1,1,1,2,1,1,8,1,7,252.31346487000002
