Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,12,0,0,1,0,0,4,1,18,12,6,500.8234471
P1,0,12,0,1,0,0,1,1,15,12,3,500.4499227025
P2,0,2,14,0,0,1,3,1,21,14,7,500.527578585
P3,0,0,1,10,3,1,2,0,17,10,7,499.72450137374994
P4,0,2,1,0,6,2,1,1,13,6,7,500.0678718175
P5,3,0,0,0,6,8,1,2,20,8,12,499.873331195
P6,1,0,0,2,0,2,4,1,10,4,6,500.50545334875
P7,0,0,0,2,1,2,0,9,14,9,5,500.1012772375
