Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,14,48,24,84,19,20,14,61,284,14,270,7986.821852063672
P1,9,9,0,1,2,56,73,0,150,9,141,7987.372298918826
P2,69,11,17,24,0,66,65,6,258,17,241,7987.29133737164
P3,40,22,5,46,57,10,22,35,237,46,191,7987.705593745
P4,26,13,59,7,94,64,24,2,289,94,195,7987.088505371562
P5,81,32,89,13,34,2,43,3,297,2,295,7986.708558904218
P6,9,36,57,20,44,31,6,76,279,6,273,7987.379190144453
P7,8,85,5,61,6,7,9,73,254,73,181,7987.353858720626
