Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,2,5,1,1,3,2,3,8,25,2,23,1016.2762582274999
P1,0,0,2,3,1,18,8,1,33,0,33,1016.4879783837498
P2,6,0,18,1,0,0,8,1,34,18,16,1016.5484115668748
P3,7,0,3,5,6,7,4,4,36,5,31,1016.1820799131249
P4,2,16,2,6,1,1,1,6,35,1,34,1016.0256802956249
P5,1,1,3,2,13,3,3,0,26,3,23,1016.970419885625
P6,4,4,2,12,4,1,3,4,34,3,31,1016.1110848237499
P7,10,6,1,2,4,0,2,8,33,8,25,1016.1449760237499
