Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,1,4,0,3,6,0,0,4,6,1,0,4,6,20,9,0,1,12,5,5,4,4,0,8,5,4,17,9,20,0,8,13,179,1,178,2155.922342745024
P1,0,9,4,8,5,4,4,4,10,5,13,12,3,9,4,2,12,8,27,0,8,12,23,8,13,5,13,6,0,61,4,5,301,9,292,2155.984325776168
P2,10,5,6,4,0,8,2,8,9,0,16,6,1,11,4,8,12,4,0,12,0,22,6,0,4,4,8,1,24,1,0,13,209,6,203,2155.892575486625
P3,2,0,7,1,5,5,14,39,0,12,4,1,16,2,1,23,10,22,6,8,6,12,0,23,4,22,1,4,17,2,3,3,275,1,274,2155.9839303102353
P4,8,1,8,8,20,10,4,16,4,24,1,2,11,0,4,4,12,4,0,0,4,5,12,29,13,1,6,12,4,0,8,0,235,20,215,2156.003667620086
P5,1,0,4,0,16,6,8,1,0,13,5,9,4,16,0,4,0,5,0,0,0,5,0,3,0,12,6,4,0,1,4,0,127,6,121,2155.9618587220048
P6,0,17,5,2,16,0,1,3,4,4,4,12,3,8,0,0,2,1,0,0,4,4,0,20,2,6,0,4,4,0,4,1,131,1,130,2156.051769336504
P7,6,16,0,5,4,28,0,2,12,19,16,10,2,6,0,21,0,1,4,6,7,12,1,6,16,8,0,4,4,4,0,8,228,2,226,2155.910768852923
P8,4,8,4,16,2,12,7,12,28,8,7,1,16,4,0,4,12,0,13,4,8,0,5,4,20,1,8,2,6,15,4,8,243,28,215,2155.921692034529
P9,1,8,14,1,9,1,0,5,4,4,5,3,1,32,14,12,0,9,8,0,0,5,12,8,1,1,8,5,26,0,0,8,205,4,201,2155.766175298034
P10,0,1,4,4,4,0,5,1,11,0,10,12,5,5,12,14,8,1,4,10,0,0,4,0,6,4,24,0,1,4,7,12,173,10,163,2155.9272258908354
P11,8,21,8,0,12,0,26,0,8,0,20,9,0,5,21,6,0,4,14,0,9,23,0,4,4,15,13,4,6,0,19,14,273,9,264,2155.7919677179416
P12,2,4,0,34,6,2,16,4,4,6,5,4,8,4,21,9,6,4,15,0,0,2,0,1,12,0,8,16,5,22,4,6,230,8,222,2155.9707601028126
P13,4,0,1,21,16,5,20,2,4,4,2,5,1,6,5,5,2,5,0,4,5,6,1,0,1,9,0,4,4,13,6,4,165,6,159,2155.889923779369
P14,2,0,13,4,5,1,6,8,5,7,1,11,8,7,4,0,8,4,7,4,13,4,1,1,9,4,0,7,2,4,5,4,159,4,155,2156.0637415374367
P15,4,4,0,8,12,0,3,4,5,5,4,4,12,0,1,1,6,4,0,4,4,13,3,4,6,1,17,13,0,5,4,1,152,1,151,2155.9378177962744
P16,28,13,4,0,15,17,8,5,1,4,4,9,5,0,0,12,6,16,3,6,4,1,12,1,13,1,0,1,13,1,0,4,207,6,201,2155.826767557937
P17,4,2,4,1,0,4,1,0,20,0,0,0,23,1,21,12,7,12,15,9,8,6,12,16,0,8,4,16,4,0,13,16,239,12,227,2155.945956821976
P18,5,0,22,5,0,5,4,6,0,19,10,0,21,13,5,4,13,6,0,0,4,4,12,0,5,5,16,4,6,1,13,0,208,0,208,2155.7859579078313
P19,0,5,0,9,2,8,4,12,0,4,14,1,9,12,8,0,1,0,12,6,5,1,17,4,0,13,12,12,1,0,4,0,176,6,170,2155.981688110081
P20,14,6,0,1,0,1,4,4,0,20,0,0,0,1,4,1,20,11,1,34,12,1,5,8,1,5,9,14,3,26,4,6,216,12,204,2155.8737753908936
P21,9,4,12,5,0,32,8,14,4,0,0,0,1,0,5,1,7,7,12,38,1,13,5,5,15,1,1,5,4,0,20,12,241,13,228,2155.9977754837737
P22,10,16,13,4,16,1,4,6,8,4,7,4,15,0,0,2,9,0,4,0,0,2,3,5,2,0,8,4,0,12,4,3,166,3,163,2155.933422252028
P23,9,5,0,6,2,12,11,4,0,4,8,4,4,12,7,12,4,0,4,4,26,0,33,4,30,9,3,8,5,19,0,12,261,4,257,2155.8606724904325
P24,22,2,20,7,6,12,0,2,6,4,1,10,7,4,5,8,8,13,8,1,21,14,13,0,1,4,1,10,4,4,5,2,225,1,224,2155.953086971466
P25,0,5,4,2,2,0,5,4,4,17,9,13,1,5,10,12,4,9,0,8,9,5,1,9,4,6,1,4,19,0,8,15,195,6,189,2155.964626956192
P26,22,28,6,8,5,2,1,12,1,5,6,10,1,6,7,6,8,13,12,4,24,4,10,0,4,8,2,5,3,0,2,12,237,2,235,2155.820221466663
P27,8,0,8,5,0,3,12,4,28,5,0,22,4,4,4,4,9,6,4,0,12,0,0,1,0,38,5,8,16,4,8,1,223,8,215,2155.7305360646537
P28,12,9,15,7,9,0,12,1,5,6,14,9,0,1,4,13,4,4,1,9,1,1,2,21,13,4,4,11,4,0,5,0,201,4,197,2156.038548121341
P29,4,9,10,0,10,4,2,7,4,0,1,4,4,8,10,4,12,4,4,16,1,10,1,1,4,8,8,10,3,8,30,12,213,8,205,2156.039356647062
P30,4,5,8,9,3,20,12,0,13,2,13,1,16,4,12,0,5,6,20,4,8,4,13,12,0,1,1,1,0,1,4,0,202,4,198,2155.91557113064
P31,4,1,4,20,0,5,4,14,0,2,8,16,0,2,6,4,0,13,5,12,0,13,1,2,0,0,4,0,0,0,8,13,161,13,148,2155.916935240216
