,sample,energy,num_occurrences,is_satisfied,is_feasible
0,"{('P0', 'P1', 0): 1.0, ('P0', 'P1', 1): 0.0, ('P0', 'P2', 0): 1.0, ('P0', 'P2', 1): 0.0, ('P1', 'P0', 0): 1.0, ('P1', 'P0', 1): 0.0, ('P1', 'P2', 0): 1.0, ('P1', 'P2', 1): 0.0, ('P2', 'P0', 0): 1.0, ('P2', 'P0', 1): 0.0, ('P2', 'P1', 0): 1.0, ('P2', 'P1', 1): 0.0}",0.0,77,[ True  True  True  True  True  True  True],True
