Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P0,78,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,1,1,0,1,2,0,0,0,1,0,0,0,0,0,2,6,1,3,2,0,1,3,0,118,78,40,26789.286708826803
P1,1,78,0,1,4,2,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0,0,1,0,0,0,4,0,1,0,1,0,0,1,0,1,2,3,3,2,1,0,0,0,4,1,7,0,133,78,55,26787.792845741198
P2,0,0,73,2,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,5,0,3,7,0,1,3,0,0,1,111,73,38,26791.046501153203
P3,0,0,0,78,1,0,0,0,2,1,1,0,0,0,0,1,2,0,0,1,0,2,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,3,0,0,0,0,0,2,1,0,0,0,1,3,9,0,3,0,0,0,123,78,45,26789.001112941198
P4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,1,0,2,2,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,2,0,0,1,0,3,3,1,1,2,3,0,3,110,65,45,26789.9599857344
P5,0,0,0,0,1,72,3,0,1,0,0,0,0,2,3,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,5,3,0,3,1,1,3,115,72,43,26786.8465104216
P6,0,0,0,0,0,0,71,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,1,4,1,0,1,1,2,6,1,102,71,31,26789.372338294805
P7,0,0,1,1,0,0,1,77,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,0,5,0,0,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,1,3,6,0,3,124,77,47,26789.104932803002
P8,0,1,0,0,1,0,0,0,75,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,3,0,0,5,1,2,0,3,0,0,1,0,1,5,0,1,7,1,1,0,0,119,75,44,26788.0223727228
P9,0,1,0,0,0,1,0,0,0,62,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,5,4,2,1,0,0,96,62,34,26792.2241735454
P10,0,0,0,0,2,0,0,0,1,0,65,3,0,3,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,3,5,3,0,1,1,1,2,113,65,48,26789.226695058
P11,0,0,0,0,0,1,1,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,6,1,2,2,103,74,29,26789.953863624803
P12,0,1,0,0,2,0,0,1,2,0,0,0,66,0,0,2,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,1,3,2,4,0,1,0,4,2,108,66,42,26790.201769347997
P13,0,0,3,0,0,0,0,0,0,3,0,0,0,71,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,1,2,1,0,7,4,0,112,71,41,26789.7175745904
P14,0,1,1,0,1,1,0,0,0,1,2,0,0,1,78,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,1,4,0,1,7,0,116,78,38,26789.295906057996
P15,0,0,0,0,0,0,0,2,0,1,0,0,2,1,0,65,1,0,0,0,0,0,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,1,1,1,1,1,2,1,0,5,0,3,1,1,1,0,4,110,65,45,26786.4204735838
P16,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,77,0,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,2,1,0,0,0,0,1,2,1,0,1,0,6,0,4,1,0,1,1,2,117,77,40,26789.350616463802
P17,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,2,0,4,0,0,0,0,3,0,0,3,1,2,7,1,1,101,62,39,26790.4993362384
P18,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,78,0,0,1,2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,5,1,3,0,0,3,1,0,1,6,2,125,78,47,26791.745096216797
P19,3,1,0,0,0,2,0,0,0,0,0,3,1,0,0,1,0,1,0,73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,4,3,5,0,0,3,0,0,114,73,41,26791.172569751197
P20,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,0,0,0,74,2,1,1,1,2,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5,6,0,3,0,116,74,42,26787.788559444998
P21,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,73,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,2,1,1,1,0,2,0,0,2,2,2,2,5,112,73,39,26789.522214884
P22,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,53,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,2,0,2,1,3,0,1,2,2,4,2,1,87,53,34,26789.769318579205
P23,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,2,0,1,1,0,4,3,2,1,0,5,0,96,59,37,26788.5881500314
P24,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,79,0,0,1,0,1,0,1,0,1,0,2,1,1,2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,0,1,1,1,0,0,4,8,119,79,40,26788.259727495002
P25,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,62,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,4,5,5,0,0,0,1,93,62,31,26788.369708053
