Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,14,22,40,8,23,5,5,18,135,14,121,3174.5990829372004
P1,0,65,12,10,7,2,9,20,125,65,60,3174.7194089802
P2,2,5,7,14,1,38,1,11,79,7,72,3174.6851196265998
P3,24,1,2,30,1,3,14,17,92,30,62,3174.0075735922
P4,53,0,12,12,51,18,14,3,163,51,112,3174.2281856446
P5,4,4,18,1,7,31,6,10,81,31,50,3174.6970295894002
P6,1,0,2,3,10,1,31,7,55,31,24,3174.68388224
P7,2,3,7,22,0,2,20,14,70,14,56,3174.6218590698
