Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,19,6,14,19,5,25,0,16,104,19,85,3174.6062345399996
P1,18,18,14,0,23,33,4,8,118,18,100,3174.6819820368
P2,5,18,16,3,4,11,18,11,86,16,70,3174.7513976064
P3,13,14,1,8,2,0,38,3,79,8,71,3174.7050366382005
P4,15,4,24,5,12,7,11,16,94,12,82,3174.8789281773998
P5,8,27,11,41,19,6,12,13,137,6,131,3174.4891142768
P6,10,13,20,24,31,0,16,12,126,16,110,3174.1833848914
P7,12,0,0,0,4,18,1,21,56,21,35,3173.946063513
