Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,100,0,0,0,0,8,9,19,136,100,36,3175.7972721706
P1,0,100,0,0,0,3,18,15,136,100,36,3170.1219220076
P2,0,0,100,0,0,8,4,18,130,100,30,3180.6629266620002
P3,0,0,0,96,0,7,15,11,129,96,33,3176.0670151608
P4,0,0,0,1,100,7,9,7,124,100,24,3174.0671186617997
P5,0,0,0,0,0,67,0,0,67,67,0,3176.2064819382003
P6,0,0,0,2,0,0,44,0,46,44,2,3168.7254228643997
P7,0,0,0,1,0,0,1,30,32,30,2,3174.5939822146
