Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,95,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,3,2,5,7,4,5,132,95,37,3185.4636607062
P1,0,96,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,10,2,5,5,133,96,37,3184.311870582
P2,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7,3,5,3,3,6,4,0,4,139,96,43,3184.3217687828
P3,0,0,0,96,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,4,3,0,1,3,8,2,2,4,8,137,96,41,3184.1162157036
P4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,0,6,0,6,4,4,7,128,93,35,3184.9642147934
P5,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,9,4,6,5,2,126,92,34,3184.0483488984
P6,0,0,0,1,0,0,100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,7,0,0,1,2,7,6,4,5,136,100,36,3185.1134247968
P7,0,0,0,1,1,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,1,2,7,2,3,135,97,38,3185.2990908530005
P8,1,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,3,3,2,5,2,7,4,130,99,31,3185.2838358999998
P9,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,2,6,2,6,4,127,97,30,3186.7621636418007
P10,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,0,4,1,4,0,3,9,3,1,7,1,129,95,34,3185.6297640814005
P11,2,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,2,2,5,1,3,121,97,24,3185.5449166358003
P12,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,0,2,119,98,21,3189.2830238224
P13,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,5,1,1,0,2,2,3,4,0,0,5,124,99,25,3184.7331447606
P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,7,6,114,95,19,3185.7203946308
P15,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,98,0,0,0,0,2,0,2,1,2,0,1,0,0,7,3,3,122,98,24,3185.4839491778
P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,1,0,1,3,1,2,3,3,3,1,3,3,117,93,24,3185.984921946601
P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,1,0,1,0,3,0,0,2,4,5,3,119,98,21,3188.589117068
P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,1,1,1,3,1,5,1,2,1,5,1,122,99,23,3185.9673166416005
P19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,0,2,0,3,1,1,0,0,1,0,0,107,97,10,3185.2984208996
P20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,94,2,1,0,1,3,0,1,0,1,0,0,107,94,13,3184.4592952820003
P21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,70,68,2,3184.8958497104
P22,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,0,1,0,0,0,0,0,0,0,70,65,5,3185.420190334
P23,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,0,74,66,8,3184.5048747048
P24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,70,67,3,3185.2406730564
P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,68,68,0,3190.0488910696004
P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,44,0,3188.8013019544005
P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,43,0,0,0,0,46,43,3,3185.7351889717997
P28,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,33,29,4,3185.6517496165993
P29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,32,29,3,3184.3271942116003
P30,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,27,0,36,27,9,3185.8105363816007
P31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,26,33,26,7,3185.5527687042004
