Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P11,2,1,2,9,0,0,1,2,0,1,1,0,1,2,2,0,4,0,1,7,1,4,3,8,2,3,4,5,1,2,0,0,0,1,1,0,3,0,0,3,1,1,4,0,0,0,0,0,1,1,0,1,0,5,0,0,2,0,0,0,4,1,3,4,105,0,105,26789.008737565404
P12,1,0,0,2,2,1,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,4,2,1,1,11,0,0,4,0,0,0,0,2,1,6,1,10,1,1,0,3,1,4,0,1,3,0,4,1,4,0,0,0,0,4,2,1,92,0,92,26788.624442102006
P13,2,0,4,0,6,1,3,2,1,0,0,0,2,1,5,3,2,0,4,2,0,0,0,0,0,0,2,1,2,1,2,0,2,1,0,0,0,1,1,2,1,1,1,0,0,2,0,4,2,0,3,0,0,2,0,0,1,1,1,3,0,0,9,0,84,1,83,26789.560789107003
P14,0,0,0,2,0,1,4,1,0,4,1,2,2,1,4,0,3,0,0,0,4,1,1,6,4,2,3,1,0,1,0,2,0,5,3,6,2,3,0,0,0,0,3,4,1,1,0,1,8,2,4,1,0,0,0,4,1,0,6,0,2,1,1,1,110,4,106,26788.674679286203
P15,2,5,0,1,0,3,0,2,3,0,0,0,4,1,0,4,2,2,0,0,5,6,0,3,0,1,2,4,1,0,0,5,0,3,0,1,2,1,1,2,1,1,5,0,6,1,0,4,5,0,1,2,2,2,4,0,1,1,0,1,3,0,3,2,111,4,107,26790.1087923084
P16,0,0,0,1,1,0,1,3,0,0,0,1,1,0,3,0,3,4,1,0,1,1,0,0,2,0,2,3,0,1,4,2,0,1,5,0,2,1,13,0,0,0,2,2,0,4,5,0,1,1,4,3,0,0,0,1,1,2,0,7,1,0,0,2,93,3,90,26790.595025063798
P17,0,3,1,1,2,3,0,1,0,7,4,2,0,6,1,6,1,1,1,0,4,0,2,4,1,1,1,1,0,0,2,0,2,0,1,1,3,0,1,0,2,2,0,0,1,4,4,0,1,3,0,7,5,0,2,2,0,5,3,1,1,1,0,0,108,1,107,26788.093923094795
P18,2,1,1,2,5,0,1,0,0,1,3,2,0,1,0,3,2,0,1,0,2,2,0,1,0,0,0,1,1,3,0,3,4,2,0,2,5,1,0,1,0,0,0,1,1,6,3,2,0,0,0,0,0,4,0,0,1,1,0,2,0,3,2,5,84,1,83,26790.0958328232
P19,3,4,2,0,2,1,0,0,0,5,2,0,0,0,0,2,4,1,3,1,3,1,1,2,2,7,1,0,9,0,1,1,0,2,1,0,0,3,2,1,0,1,1,0,0,0,1,0,1,6,0,2,3,0,13,0,0,1,2,1,2,1,0,3,105,1,104,26791.070833207803
P20,1,0,1,3,0,1,0,1,3,0,1,6,9,0,2,0,0,2,5,1,2,1,2,2,2,0,1,0,0,0,1,1,4,0,0,0,0,1,3,4,2,3,0,0,3,0,1,1,2,0,2,1,0,0,1,0,1,3,0,5,2,0,1,3,91,2,89,26787.3365817074
P21,2,7,1,0,0,0,0,0,0,0,6,0,2,4,1,1,1,0,4,0,1,2,1,0,0,0,1,1,1,1,0,0,0,0,1,2,4,0,3,1,3,3,0,0,0,0,0,5,1,1,1,0,5,3,0,0,1,0,5,0,0,4,3,0,83,2,81,26788.9625158314
P22,0,0,0,1,2,7,3,4,0,2,2,1,0,4,1,0,10,1,1,2,1,7,5,0,2,1,0,3,0,4,1,5,4,2,1,0,0,3,2,1,5,0,1,1,0,0,0,0,2,0,3,2,5,0,0,1,1,8,0,0,1,1,0,2,116,5,111,26788.671281344
P23,2,1,2,8,8,2,5,0,2,0,2,1,0,0,0,0,0,1,5,4,2,0,2,2,0,4,1,1,2,3,3,8,4,2,3,0,0,3,1,2,0,0,1,1,0,0,1,5,1,4,2,0,5,5,1,0,1,0,3,0,2,0,2,3,123,2,121,26789.633373740202
P24,0,0,3,0,2,1,3,4,0,0,0,1,0,0,0,8,0,0,2,5,1,0,1,6,0,8,3,1,3,0,3,0,0,2,2,0,0,0,0,5,0,2,3,0,0,0,8,1,0,0,2,0,0,0,0,3,3,0,3,7,1,0,0,0,97,0,97,26790.977929592198
P25,5,1,1,6,1,1,2,0,3,1,0,2,5,1,0,0,2,2,6,0,2,1,0,2,1,2,1,2,2,1,1,1,1,0,0,1,0,1,0,3,1,1,0,3,1,0,0,0,0,1,0,2,1,0,1,1,5,1,0,3,5,0,1,0,88,2,86,26787.899219512805
P26,0,4,0,2,0,1,1,2,7,0,2,0,0,5,6,0,3,0,0,3,2,3,0,0,0,2,6,3,0,0,2,2,1,1,2,5,2,0,1,6,1,2,3,1,1,6,7,1,3,1,1,3,1,3,1,0,0,4,1,2,0,3,0,1,120,6,114,26791.326519966602
P27,2,1,2,0,3,2,1,1,2,3,0,0,2,0,0,0,4,7,2,3,2,2,8,5,2,0,6,1,1,1,2,3,4,2,6,0,1,0,0,0,5,0,0,1,0,0,0,5,0,6,1,0,1,3,3,1,0,3,3,0,2,0,0,4,119,1,118,26790.843693737
P28,4,0,1,0,1,1,1,0,0,1,0,4,2,0,0,0,0,1,0,2,5,0,0,1,1,1,5,0,4,0,1,0,0,1,2,0,0,0,0,2,0,0,11,6,3,2,0,1,4,3,2,6,1,0,2,1,4,3,0,0,0,0,3,1,94,4,90,26789.7540669472
P29,0,0,0,2,1,5,1,0,1,4,0,1,4,6,1,0,1,1,0,0,1,0,0,2,0,2,0,0,4,5,0,4,3,7,0,0,3,0,1,7,2,4,3,0,5,1,0,0,0,0,2,3,1,6,1,7,2,0,1,2,3,0,1,0,111,5,106,26789.121629238005
P30,1,2,5,2,4,8,1,6,0,2,0,1,1,2,1,3,6,2,2,0,0,0,0,1,0,0,0,0,0,3,0,1,2,2,7,1,5,5,0,1,0,3,1,0,6,2,4,2,1,7,6,0,1,5,1,4,0,4,0,1,0,0,0,4,129,0,129,26787.4320664474
P31,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0,0,1,2,1,3,1,1,6,1,10,2,4,0,0,0,0,0,1,2,1,1,0,3,0,2,2,0,0,2,0,0,0,0,6,0,1,1,1,1,4,2,0,0,4,5,1,0,2,1,82,0,82,26791.3899951024
P32,3,4,0,6,5,3,1,0,1,1,5,0,5,0,3,2,0,0,3,0,4,4,0,1,0,0,1,3,1,5,3,0,0,2,2,2,2,0,2,1,0,0,0,0,7,4,1,0,1,2,0,0,1,0,4,4,3,0,2,4,2,0,0,1,111,0,111,26787.573145866605
P33,0,6,1,0,0,3,0,2,7,4,2,0,0,3,2,3,3,3,0,0,2,1,1,3,1,2,4,5,0,1,1,1,0,3,0,4,0,1,1,0,3,6,6,6,2,4,0,1,1,0,3,0,2,2,1,2,2,1,0,1,5,0,0,2,120,3,117,26786.868746284
P34,3,3,4,0,1,2,0,3,0,0,7,1,1,1,0,1,0,5,1,0,0,0,0,0,3,0,1,3,1,4,13,2,1,2,0,1,0,1,0,4,0,1,3,1,0,2,1,0,0,0,0,2,1,2,2,2,1,0,1,5,3,0,2,1,99,0,99,26786.6729240394
P35,1,0,0,2,1,5,1,0,1,6,0,0,1,0,0,0,0,5,1,2,0,2,9,2,7,3,1,0,0,1,4,2,5,5,7,3,0,0,0,0,3,1,4,3,0,0,0,0,1,1,1,3,1,6,0,6,0,1,1,0,2,2,4,0,117,3,114,26789.948558334
P36,0,1,7,3,0,1,2,2,5,4,0,1,0,5,9,0,0,5,4,0,2,1,2,9,0,0,1,3,8,0,1,0,3,1,3,4,0,0,4,2,0,0,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,2,4,3,1,0,2,3,118,0,118,26789.862590789002
P37,6,1,1,0,0,4,0,5,4,0,3,0,3,3,0,1,0,2,0,2,1,1,2,3,0,2,0,0,0,3,1,0,1,0,1,6,2,2,2,4,6,0,3,0,0,0,5,2,1,1,1,2,4,1,2,0,4,3,0,0,1,0,1,3,106,2,104,26788.795400618998
P38,4,0,2,0,2,0,4,1,1,2,3,2,1,2,2,0,0,2,2,3,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,3,0,0,0,5,2,1,0,0,1,0,0,1,3,2,4,3,1,0,2,0,4,0,3,78,1,77,26788.321449756004
P39,0,0,0,0,1,3,1,0,0,8,0,3,3,1,0,0,0,0,0,0,6,0,3,0,0,1,1,2,5,0,0,4,3,1,0,3,1,0,0,0,2,6,0,5,1,4,1,5,5,4,0,2,0,0,0,0,0,0,6,2,3,1,0,1,98,0,98,26787.1964235316
P40,0,0,0,2,2,0,1,0,4,0,4,9,0,0,1,0,6,2,0,3,0,1,2,3,1,1,0,0,2,2,0,2,1,0,2,1,1,1,5,1,0,0,4,5,0,1,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,4,7,0,88,0,88,26790.804006578
P41,0,0,0,0,0,0,4,5,2,1,3,1,2,2,1,1,0,1,2,1,1,2,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,2,0,0,3,0,3,2,2,1,0,1,3,1,0,0,0,0,8,2,5,3,0,1,1,0,1,76,3,73,26789.7241115616
P42,1,1,0,1,0,6,4,0,0,2,2,1,1,2,4,0,6,2,0,4,1,1,4,2,1,1,1,0,0,0,0,0,3,0,2,3,0,0,4,4,0,3,0,2,1,8,1,0,4,0,2,0,2,0,0,2,3,2,2,0,3,2,0,1,102,0,102,26787.4502263088
P43,1,0,5,1,3,0,0,0,7,0,0,0,5,2,0,0,2,0,2,1,1,3,5,3,0,1,1,1,10,0,1,1,1,1,3,1,2,1,1,0,1,0,5,1,0,2,6,6,0,0,0,0,0,1,0,0,0,0,7,2,1,1,3,0,102,1,101,26791.286234376996
P44,0,0,1,0,7,1,2,2,0,2,0,0,0,2,0,2,2,3,2,4,2,0,0,1,7,2,0,2,12,1,0,0,6,0,0,3,1,2,3,0,5,0,2,0,5,0,0,10,1,2,1,2,0,1,0,0,10,1,1,1,0,0,0,0,114,5,109,26788.510004519
P45,1,2,5,0,0,1,0,0,0,1,0,1,2,0,1,1,2,2,0,5,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,5,2,0,1,4,0,3,3,0,0,1,1,5,2,2,0,3,1,2,0,0,1,0,0,0,3,7,2,78,0,78,26787.4390139584
P46,0,1,1,0,0,0,0,0,2,0,0,4,3,5,1,7,1,2,3,1,1,4,1,1,1,9,1,4,0,0,0,2,1,1,0,0,5,1,0,0,0,4,4,0,1,0,1,0,0,1,1,0,0,2,0,3,1,5,4,0,1,0,0,3,94,1,93,26789.9607410458
P47,1,1,0,0,1,3,0,1,1,0,2,3,0,1,2,0,4,1,0,0,0,2,1,0,0,0,1,0,0,0,2,0,2,2,4,5,2,5,0,1,7,0,0,0,2,0,0,1,0,2,10,2,0,3,0,0,0,0,0,3,2,4,2,2,88,1,87,26791.091823102
P48,0,0,0,0,1,2,0,0,0,3,1,0,0,0,2,2,2,0,2,1,1,0,0,1,1,0,0,0,2,2,3,4,2,1,0,1,0,0,1,1,3,0,0,0,1,0,0,3,1,1,0,2,1,0,0,5,4,1,0,0,0,5,2,2,67,1,66,26787.2040386208
P49,7,5,0,0,0,3,5,1,0,0,6,2,3,0,0,2,1,0,0,0,10,0,0,0,2,1,0,0,0,1,0,0,1,4,0,2,4,13,0,2,0,1,1,2,2,0,0,0,0,0,4,2,1,2,3,2,0,1,1,4,4,2,0,0,107,0,107,26790.508956912603
P50,1,0,6,0,0,1,0,1,2,4,4,5,1,1,0,2,0,2,2,2,0,2,1,0,1,5,0,0,0,0,0,0,2,0,0,0,2,0,2,1,0,2,0,4,1,0,9,2,0,0,0,5,3,0,0,1,0,4,0,5,0,0,1,3,90,0,90,26788.114280698202
P51,0,0,4,6,1,0,6,0,0,0,1,0,0,2,0,0,0,0,3,3,6,1,0,2,1,1,1,2,3,2,4,2,0,3,0,5,1,2,2,1,1,4,1,0,3,7,1,1,2,0,3,5,6,2,2,2,2,0,3,0,0,3,0,1,114,5,109,26791.129484653
P52,1,2,2,1,0,1,0,1,2,1,7,7,4,1,1,0,0,7,0,4,2,1,0,0,3,0,5,4,2,0,0,1,0,4,0,0,6,3,0,0,2,3,1,0,2,1,0,1,4,0,4,0,3,1,2,2,5,0,2,0,1,0,3,1,111,3,108,26786.064060688805
P53,2,1,8,0,3,3,0,1,0,2,3,0,0,7,0,0,2,1,4,3,0,1,1,1,1,2,0,1,0,1,0,0,1,0,3,2,4,0,0,2,1,0,2,5,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11,1,2,90,0,90,26786.6829390518
P54,1,8,2,5,6,2,0,5,3,3,2,1,2,6,0,0,0,2,0,4,2,0,0,0,0,0,0,2,0,3,0,0,3,2,9,1,4,2,1,0,1,0,1,0,2,0,6,1,0,1,0,6,0,11,2,2,0,0,4,0,0,1,0,4,123,2,121,26788.1399040256
P55,0,7,0,2,0,1,3,0,3,2,0,0,1,0,0,0,0,2,0,0,2,0,1,0,1,3,0,9,2,3,4,2,0,0,1,0,3,0,4,1,1,2,0,1,2,0,0,1,4,6,7,0,0,3,0,0,5,2,1,2,1,0,2,0,97,0,97,26788.0419707326
P56,1,2,1,1,0,0,2,2,0,0,0,0,0,0,0,7,0,0,1,0,2,3,7,0,2,7,0,0,2,0,8,1,2,0,0,1,2,0,4,0,0,3,1,1,0,2,2,0,2,0,0,0,2,0,3,0,1,1,1,1,6,1,2,1,88,1,87,26789.065436839803
P57,10,1,3,5,1,0,1,0,0,1,1,0,0,2,1,0,2,2,5,0,0,5,0,0,2,0,1,5,0,7,4,2,0,0,0,1,0,1,2,6,0,1,2,1,2,0,0,1,0,2,5,0,1,1,7,0,2,4,2,2,0,0,2,0,106,4,102,26789.396594048398
P58,0,2,0,1,0,0,2,3,2,0,0,0,0,0,1,0,0,0,2,0,1,2,1,0,0,0,0,1,1,2,0,3,0,6,0,1,0,1,8,3,5,0,2,0,0,5,4,2,3,5,1,4,0,5,4,0,1,0,5,0,2,1,1,0,93,5,88,26788.3427181258
P59,0,0,1,3,0,0,2,3,1,0,0,2,0,2,0,3,2,0,0,2,0,0,1,0,3,0,1,1,1,4,2,1,2,5,1,2,2,4,5,0,0,4,0,1,0,1,0,3,3,0,0,7,1,0,1,3,2,0,1,1,2,1,1,4,92,1,91,26789.174111844
P60,2,0,0,0,0,4,3,0,1,0,3,7,2,1,2,0,0,2,4,0,2,1,3,2,1,1,1,1,0,2,1,0,1,6,0,12,2,7,3,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,2,5,0,4,0,2,0,1,102,0,102,26790.456012248804
P61,0,0,0,1,2,1,6,3,0,3,0,3,7,0,3,3,6,3,1,1,2,1,2,1,2,0,0,1,5,1,2,1,2,1,0,0,1,1,0,4,5,2,0,0,0,0,0,2,3,2,0,0,6,2,6,0,1,1,1,0,3,0,1,4,109,0,109,26789.0619826328
P62,0,2,2,1,1,1,1,0,2,0,3,0,2,0,3,3,1,0,0,3,0,0,1,4,6,1,0,4,1,3,0,1,4,0,0,2,0,4,2,4,1,2,0,2,5,0,0,1,0,4,0,0,3,3,0,0,0,0,1,0,5,1,0,6,96,0,96,26787.9389195466
P63,1,0,1,0,4,1,0,1,5,1,3,3,0,8,1,0,0,7,0,0,1,0,0,0,1,0,5,0,1,3,0,0,4,0,3,0,4,2,0,4,1,0,1,6,1,1,0,3,3,1,1,0,1,2,5,6,1,3,3,1,0,1,1,0,106,0,106,26790.7320809394
