Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,1,0,7,2,1,7,7,1,137,98,39,3184.440018642201
P1,0,95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,2,2,0,0,2,1,12,3,2,4,133,95,38,3184.4270196035995
P2,0,2,96,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,2,1,12,1,2,8,132,96,36,3185.1564026106003
P3,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,4,1,1,4,6,3,7,3,135,97,38,3185.3809623694
P4,0,0,2,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1,4,5,0,6,6,2,4,132,92,40,3185.6394762922
P5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,3,12,1,1,9,132,100,32,3185.1926636642
P6,1,1,0,0,1,0,100,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,1,6,2,0,8,7,5,139,100,39,3185.2232856924
P7,0,0,0,0,0,0,0,98,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,1,3,3,0,3,3,11,129,98,31,3184.4996676342007
P8,0,0,0,0,0,0,0,0,97,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1,7,4,3,0,3,1,7,4,133,97,36,3185.3761420354003
P9,0,0,1,0,1,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,7,3,7,5,0,129,97,32,3184.4086375276
P10,0,1,1,0,0,0,0,0,0,0,97,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,5,1,0,3,15,0,129,97,32,3186.1884636866007
P11,0,0,0,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,0,0,0,0,1,6,4,0,3,6,2,2,1,1,123,96,27,3184.475908763001
P12,0,0,0,0,0,0,0,0,1,0,0,1,97,0,0,0,1,1,0,0,0,2,0,4,2,3,1,4,2,4,2,0,125,97,28,3184.9883007900003
P13,0,0,0,0,0,0,0,0,0,1,0,0,0,95,0,0,0,0,0,0,0,3,4,1,0,1,0,0,1,1,3,8,118,95,23,3186.4501118642006
P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,2,4,0,2,0,0,2,6,2,1,3,118,96,22,3188.9403395868003
P15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,99,0,1,0,0,0,0,2,0,1,2,0,0,3,7,1,3,121,99,22,3184.8553128186
P16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,96,0,1,0,0,1,0,2,1,2,1,2,1,9,1,1,120,96,24,3184.9545803212
P17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,0,0,0,1,0,2,1,0,6,3,0,1,1,7,120,97,23,3186.8041949445997
P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0,1,0,1,0,3,3,7,2,1,5,0,117,93,24,3186.239673153
P19,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,96,0,0,0,0,2,0,2,0,0,1,1,0,106,96,10,3185.4292921955994
P20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,96,0,0,0,1,0,1,0,0,1,0,2,104,96,8,3186.1506190382
P21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,70,68,2,3185.1180529648
P22,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,0,70,66,4,3186.327611446
P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,0,0,0,1,0,0,0,0,68,66,2,3186.7230715739997
P24,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,70,67,3,3185.3763050942
P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,68,68,0,3190.0488910696004
P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,44,0,3188.8013019544005
P27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,45,44,1,3185.0426402198
P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,30,28,2,3185.223804479999
P29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,28,0,0,34,28,6,3184.6140966398
P30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,24,1,35,24,11,3185.298710344401
P31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,2,25,34,25,9,3184.5725192994005
