Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,21,9,25,23,24,4,18,5,129,21,108,4026.158561563594
P1,2,14,12,24,31,2,14,6,105,14,91,4025.7790092410937
P2,5,10,18,1,0,2,34,2,72,18,54,4026.2533098481254
P3,1,52,11,8,13,14,11,12,122,8,114,4026.3991508534373
P4,38,13,5,41,13,22,5,37,174,13,161,4026.2983452443755
P5,1,15,24,8,32,42,8,19,149,42,107,4026.048066464688
P6,46,2,1,22,2,10,32,3,118,32,86,4026.4530781657813
P7,14,13,32,1,13,32,6,44,155,44,111,4026.272868358906
