Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,120,14,4,0,4,8,24,3,177,120,57,3477.138320729063
P1,2,104,8,0,2,0,8,0,124,104,20,3950.079681705937
P2,4,6,112,0,13,0,16,6,157,112,45,3445.6832971642184
P3,2,4,4,128,0,0,8,11,157,128,29,3370.3823391328124
P4,0,0,0,0,99,0,0,0,99,99,0,4659.890680402033
P5,0,0,0,0,10,120,32,1,163,120,43,4041.12736171625
P6,0,0,0,0,0,0,40,0,40,40,0,4117.868572475
P7,0,0,0,0,0,0,0,107,107,107,0,5147.492136414688
