Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,0,2,4,7,4,0,10,4,31,0,31,1169.4540195492
P1,4,7,3,5,7,3,11,7,47,7,40,1169.4106550268002
P2,4,2,3,0,6,7,11,14,47,3,44,1169.4220886268
P3,1,2,11,13,1,1,0,0,29,13,16,1169.274522782
P4,1,8,7,8,14,4,5,9,56,14,42,1169.2506637608
P5,24,2,9,13,6,32,1,11,98,32,66,1168.8598518468
P6,11,5,6,3,0,1,7,3,36,7,29,1169.6925602011997
P7,5,22,7,1,12,2,5,2,56,2,54,1169.2269601864
