Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,11,8,0,24,4,0,35,0,82,11,71,1424.1355419184
P1,4,5,8,2,0,6,3,9,37,5,32,1423.8530759832001
P2,10,2,3,3,15,5,0,3,41,3,38,1423.9982786151998
P3,2,16,14,15,2,21,7,9,86,15,71,1423.73130608
P4,2,4,5,1,12,3,4,11,42,12,30,1423.4691419632
P5,8,3,14,0,16,0,0,5,46,0,46,1423.604774474
P6,11,7,6,0,0,10,0,2,36,0,36,1423.6588325476
P7,2,5,0,5,1,5,1,11,30,11,19,1423.6637372984
