Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,24,0,0,0,0,0,0,0,24,24,0,1718.1944503872
P1,0,36,0,0,0,0,0,0,36,36,0,1725.3544578623998
P2,0,1,50,0,0,0,0,9,60,50,10,1732.2645673583997
P3,1,2,0,50,0,0,0,1,54,50,4,1727.5477724096004
P4,7,0,0,0,50,0,0,11,68,50,18,1722.8276891496
P5,15,7,0,0,0,50,0,0,72,50,22,1731.3854236608
P6,3,4,0,0,0,0,50,12,69,50,19,1731.325604452
P7,0,0,0,0,0,0,0,17,17,17,0,1742.40839958
