,sample,energy,num_occurrences,is_satisfied,is_feasible
0,"{('P0', 'P1', 0): 0.0, ('P0', 'P1', 1): 0.0, ('P0', 'P1', 2): 0.0, ('P0', 'P1', 3): 0.0, ('P0', 'P1', 4): 0.0, ('P0', 'P1', 5): 0.0, ('P0', 'P1', 6): 0.0, ('P0', 'P2', 0): 1.0, ('P0', 'P2', 1): 0.0, ('P0', 'P2', 2): 1.0, ('P0', 'P2', 3): 0.0, ('P0', 'P2', 4): 0.0, ('P0', 'P2', 5): 0.0, ('P0', 'P2', 6): 0.0, ('P0', 'P3', 0): 1.0, ('P0', 'P3', 1): 1.0, ('P0', 'P3', 2): 0.0, ('P0', 'P3', 3): 1.0, ('P0', 'P3', 4): 1.0, ('P0', 'P3', 5): 0.0, ('P0', 'P3', 6): 0.0, ('P1', 'P0', 0): 0.0, ('P1', 'P0', 1): 0.0, ('P1', 'P0', 2): 0.0, ('P1', 'P0', 3): 0.0, ('P1', 'P0', 4): 0.0, ('P1', 'P0', 5): 0.0, ('P1', 'P0', 6): 0.0, ('P1', 'P2', 0): 1.0, ('P1', 'P2', 1): 0.0, ('P1', 'P2', 2): 1.0, ('P1', 'P2', 3): 0.0, ('P1', 'P2', 4): 0.0, ('P1', 'P2', 5): 0.0, ('P1', 'P2', 6): 0.0, ('P1', 'P3', 0): 1.0, ('P1', 'P3', 1): 1.0, ('P1', 'P3', 2): 0.0, ('P1', 'P3', 3): 1.0, ('P1', 'P3', 4): 1.0, ('P1', 'P3', 5): 0.0, ('P1', 'P3', 6): 0.0, ('P2', 'P0', 0): 0.0, ('P2', 'P0', 1): 0.0, ('P2', 'P0', 2): 0.0, ('P2', 'P0', 3): 0.0, ('P2', 'P0', 4): 0.0, ('P2', 'P0', 5): 0.0, ('P2', 'P0', 6): 0.0, ('P2', 'P1', 0): 0.0, ('P2', 'P1', 1): 0.0, ('P2', 'P1', 2): 0.0, ('P2', 'P1', 3): 0.0, ('P2', 'P1', 4): 0.0, ('P2', 'P1', 5): 0.0, ('P2', 'P1', 6): 0.0, ('P2', 'P3', 0): 1.0, ('P2', 'P3', 1): 0.0, ('P2', 'P3', 2): 0.0, ('P2', 'P3', 3): 0.0, ('P2', 'P3', 4): 1.0, ('P2', 'P3', 5): 0.0, ('P2', 'P3', 6): 0.0, ('P3', 'P0', 0): 0.0, ('P3', 'P0', 1): 0.0, ('P3', 'P0', 2): 0.0, ('P3', 'P0', 3): 0.0, ('P3', 'P0', 4): 0.0, ('P3', 'P0', 5): 0.0, ('P3', 'P0', 6): 0.0, ('P3', 'P1', 0): 1.0, ('P3', 'P1', 1): 0.0, ('P3', 'P1', 2): 1.0, ('P3', 'P1', 3): 0.0, ('P3', 'P1', 4): 0.0, ('P3', 'P1', 5): 0.0, ('P3', 'P1', 6): 0.0, ('P3', 'P2', 0): 1.0, ('P3', 'P2', 1): 1.0, ('P3', 'P2', 2): 0.0, ('P3', 'P2', 3): 0.0, ('P3', 'P2', 4): 0.0, ('P3', 'P2', 5): 0.0, ('P3', 'P2', 6): 0.0}",0.9847570887027359,17,[ True  True  True  True  True  True  True  True  True],True
