Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,95,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,4,4,2,4,4,11,129,95,34,3185.2403511888
P1,0,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,0,0,3,6,1,9,5,2,1,7,142,100,42,3186.3449158746
P2,0,0,94,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,5,6,7,5,4,2,131,94,37,3185.4218058807996
P3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,2,0,3,0,1,6,1,4,12,135,100,35,3186.0476751294
P4,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,6,6,5,7,1,131,96,35,3186.3144750530005
P5,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,5,4,7,2,7,1,134,97,37,3184.5924239100004
P6,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,0,3,0,7,3,6,5,133,98,35,3185.988656062
P7,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,14,1,5,122,95,27,3187.214644422
P8,1,0,1,0,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,3,7,5,2,5,125,93,32,3184.491184247
P9,0,0,0,0,0,0,0,0,1,95,0,0,1,0,1,1,0,0,0,1,0,2,2,2,2,5,0,4,4,7,0,4,132,95,37,3185.0238080057998
P10,0,0,0,0,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,4,4,4,7,0,132,99,33,3185.3734164240004
P11,0,0,1,0,0,0,0,0,0,0,1,97,0,0,0,0,0,0,0,0,0,0,3,1,3,0,7,0,3,2,3,1,122,97,25,3185.2903509198004
P12,0,0,0,0,0,0,0,2,0,1,0,0,93,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,5,7,1,117,93,24,3184.7838930958005
P13,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,1,0,0,0,0,0,0,0,0,2,4,1,4,1,2,5,3,117,93,24,3187.3044600476005
P14,0,0,1,0,0,0,0,0,1,0,0,0,2,0,99,0,0,0,0,0,0,1,3,1,1,1,4,2,1,6,2,0,125,99,26,3185.1396246168
P15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,2,0,2,1,4,0,7,1,1,3,117,95,22,3184.6099758104
P16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,98,0,0,0,1,2,4,0,2,0,6,4,0,1,5,0,126,98,28,3184.3290152696004
P17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3,0,0,5,1,0,1,2,1,1,3,1,2,5,124,98,26,3185.137658138
P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,2,0,2,4,4,5,2,0,4,1,2,121,95,26,3189.0405683652
P19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,97,0,0,0,1,1,0,4,1,0,0,0,0,106,97,9,3186.0733985839997
P20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,96,1,2,2,0,0,1,0,0,0,0,1,107,96,11,3185.5309281436002
P21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,70,68,2,3184.8302259498
P22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,69,67,2,3184.7039914128
P23,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,72,67,5,3185.590715407
P24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,66,0,0,0,0,0,0,0,70,66,4,3184.8608555705996
P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,66,0,0,0,0,0,0,68,66,2,3190.2388701460004
P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,44,0,3188.8013019544005
P27,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42,0,0,1,0,47,42,5,3184.3662366968
P28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,33,29,4,3185.7374663411993
P29,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,2,33,26,7,3184.6886119824
P30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,31,29,2,3185.031841275401
P31,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,35,29,6,3184.2247323954
