Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,1,2,19,0,17,0,5,0,4,1,4,0,4,1,2,2,0,0,3,9,0,11,0,9,1,2,1,4,3,4,1,3,113,1,112,3186.0363793426
P1,2,4,0,4,4,4,0,6,0,4,2,4,3,5,1,0,0,1,1,0,2,1,7,9,2,0,11,2,1,0,5,3,88,4,84,3185.4725284560004
P2,9,6,2,0,1,4,0,13,3,6,0,1,1,3,0,3,4,2,0,3,0,2,7,14,5,0,2,7,3,1,1,2,105,2,103,3186.181702614
P3,0,3,8,3,1,2,5,8,4,1,10,4,0,10,0,7,0,6,8,3,3,2,1,4,5,7,0,5,3,2,5,0,120,3,117,3185.422398095601
P4,3,1,6,1,0,5,0,4,2,0,0,8,3,0,0,9,5,9,0,5,2,7,9,0,1,5,1,2,3,5,3,0,99,0,99,3186.0823850666
P5,1,3,0,7,1,4,3,1,0,0,4,0,8,0,2,4,0,0,8,6,9,5,2,1,10,2,2,6,3,0,3,2,97,4,93,3186.2381567968
P6,5,4,3,5,6,4,6,7,0,4,1,5,4,0,4,4,7,3,4,0,0,0,6,1,1,10,5,3,0,1,0,10,113,6,107,3185.6561656018002
P7,6,2,4,2,0,0,3,1,3,0,2,0,3,1,0,3,2,3,4,2,4,13,0,6,1,2,2,5,0,6,1,4,85,1,84,3185.7186508210007
P8,0,3,2,5,1,2,10,0,5,5,1,5,17,1,0,2,0,3,1,2,1,1,10,0,1,2,8,2,6,3,2,0,101,5,96,3186.0145421054
P9,18,2,2,1,4,7,5,0,3,8,0,5,3,2,0,0,1,5,0,0,1,1,7,8,0,2,0,0,3,5,5,5,103,8,95,3185.3460988992
P10,1,3,17,1,3,1,7,2,3,1,4,2,0,13,6,2,0,0,3,0,3,0,3,3,1,1,0,4,0,9,7,2,102,4,98,3186.2677931846
P11,0,5,4,7,11,5,1,0,1,0,5,1,1,3,7,0,5,2,1,0,3,3,0,4,4,0,2,0,13,2,3,1,94,1,93,3186.215091233
P12,4,2,2,1,2,1,3,3,6,0,0,10,2,3,2,5,0,4,3,5,0,0,0,5,3,8,0,4,1,8,0,5,92,2,90,3185.6335549374003
P13,3,1,0,1,1,1,15,1,0,0,0,5,4,10,6,5,1,1,0,3,4,0,2,1,0,3,7,1,10,3,1,1,91,10,81,3186.3228907636003
P14,0,7,6,2,8,0,1,3,3,1,7,1,2,3,14,9,3,1,0,2,1,1,0,0,4,3,5,2,2,3,3,7,104,14,90,3185.2464461358004
P15,1,3,2,0,0,2,3,0,0,1,0,0,1,0,0,1,2,3,2,1,8,6,2,1,3,2,2,5,1,0,2,12,66,1,65,3185.5471816086
P16,1,2,0,2,0,3,1,2,9,3,8,1,9,3,3,12,9,2,0,3,9,4,1,3,0,0,3,2,2,2,7,2,108,9,99,3185.8325300238002
P17,1,1,0,0,3,0,1,0,4,0,4,0,2,0,22,5,5,6,4,0,0,8,1,0,7,8,1,6,4,1,3,0,97,6,91,3185.9367351620003
P18,1,3,4,1,2,5,0,1,3,2,1,4,1,5,0,3,1,0,8,0,5,3,7,1,0,18,0,0,2,6,1,3,91,8,83,3185.1815114048004
P19,4,1,0,0,1,2,0,1,0,12,3,4,1,0,4,0,0,11,5,4,1,2,0,2,4,0,7,4,2,10,1,0,86,4,82,3185.3833274872004
P20,2,3,1,4,2,12,0,2,9,0,0,3,0,1,4,2,3,0,1,3,2,4,6,3,7,2,10,3,3,2,1,1,96,2,94,3185.848971368201
P21,2,1,1,9,0,3,5,0,1,15,3,17,3,0,0,1,6,4,1,0,11,0,1,5,5,2,0,2,3,3,3,5,112,0,112,3185.4159584082
P22,0,4,1,4,2,7,9,0,6,8,7,1,4,0,0,2,12,10,4,6,6,1,2,0,3,1,2,9,0,0,2,8,121,2,119,3186.0664429732
P23,1,6,0,8,1,2,0,8,4,0,4,1,3,13,1,0,0,1,16,9,3,4,2,6,3,3,4,3,2,3,1,2,114,6,108,3184.8264079112
P24,2,4,0,1,3,2,3,3,2,2,0,2,2,4,4,4,6,0,3,5,1,3,2,0,8,6,1,6,5,0,5,1,90,8,82,3185.6268773108004
P25,3,6,4,2,1,7,10,1,9,5,3,2,7,4,0,0,1,11,5,3,2,0,5,0,0,1,0,0,4,0,16,0,112,1,111,3185.4654612588
P26,2,0,0,1,5,1,0,10,1,13,2,0,1,3,2,1,8,0,0,1,4,3,2,1,6,3,5,4,3,0,8,1,91,5,86,3185.4586443906
P27,14,2,4,7,3,1,0,6,0,2,5,4,3,2,1,10,1,4,1,0,1,5,1,5,3,1,3,0,5,5,2,4,105,0,105,3184.8722591388005
P28,0,9,2,0,4,1,0,8,2,3,18,3,1,1,7,2,9,2,5,18,7,3,0,4,1,2,2,2,3,6,0,1,126,3,123,3185.6329474490003
P29,0,0,5,6,3,2,0,3,1,0,1,7,0,1,1,0,0,0,1,3,4,6,8,2,4,1,0,4,1,7,1,5,77,7,70,3185.4165086758003
P30,12,1,0,4,9,1,1,1,6,3,0,0,2,3,6,2,3,3,1,0,3,1,3,2,2,2,4,0,6,3,0,9,93,0,93,3186.122439385
P31,1,6,1,11,1,9,3,5,6,0,1,0,5,5,1,0,6,3,7,4,0,0,3,0,5,1,10,3,3,0,7,1,108,1,107,3185.8790903106005
