Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P12,0,1,0,0,0,0,0,0,1,0,0,1,70,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,0,2,0,0,0,2,0,0,0,1,0,1,0,0,4,1,2,1,0,5,3,108,70,38,26788.999930376
P13,0,3,0,1,0,0,1,0,0,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,1,2,7,1,5,0,0,105,70,35,26788.846443171395
P14,0,1,1,0,1,0,1,0,0,0,2,1,0,0,76,1,0,1,0,3,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,2,3,2,1,0,0,0,0,0,0,1,0,1,5,1,5,1,2,1,0,4,1,0,126,76,50,26786.3898215208
P15,1,0,0,1,1,1,0,0,0,3,0,0,0,0,1,83,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,2,2,2,3,1,0,1,5,121,83,38,26787.9030442338
P16,1,0,0,3,0,0,3,0,0,0,0,1,3,0,0,0,89,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,1,0,1,1,1,1,1,0,2,0,0,0,3,0,0,0,3,1,0,5,2,5,1,0,0,140,89,51,26789.1357469672
P17,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,68,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,3,0,1,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,5,1,0,1,3,0,0,1,5,2,0,3,110,68,42,26790.435601227
P18,0,1,0,0,1,3,0,0,0,3,1,0,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,4,0,2,2,3,0,6,0,1,1,105,66,39,26791.0284061526
P19,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,81,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,0,0,1,1,1,2,2,4,0,0,1,1,3,2,0,0,5,1,1,1,1,4,129,81,48,26788.337374685398
P20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,5,2,1,1,0,1,1,0,0,0,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,130,89,41,26786.9686913574
P21,0,0,0,1,1,0,1,1,0,2,0,3,1,0,1,0,0,1,0,0,0,78,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,1,3,2,2,0,4,1,3,0,120,78,42,26791.924360271005
P22,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,66,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,3,0,0,0,0,0,2,0,0,1,1,3,1,1,4,2,0,4,0,0,1,3,107,66,41,26789.057775973004
P23,0,1,2,0,0,0,0,0,0,1,0,2,0,4,0,0,0,2,1,0,0,1,1,76,1,1,1,0,0,0,0,2,2,0,1,2,0,5,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,4,3,1,6,4,0,0,0,0,3,0,133,76,57,26788.7609157646
P24,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,81,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,2,1,0,1,1,2,0,0,0,1,1,2,1,0,6,2,2,119,81,38,26788.9791822606
P25,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,2,0,58,1,2,0,1,0,1,1,0,0,2,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,7,0,1,2,1,1,98,58,40,26790.090631953797
P26,0,0,0,1,0,0,1,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,76,1,0,1,0,3,2,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,5,1,1,4,3,3,0,0,0,1,120,76,44,26790.137310042202
P27,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,0,2,1,78,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,7,3,1,0,1,0,1,0,0,1,0,1,0,2,1,7,0,0,1,2,123,78,45,26788.6469206826
P28,1,1,2,1,4,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,1,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,0,4,6,0,0,0,1,3,114,73,41,26787.1353826462
P29,3,0,0,0,1,2,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,1,0,2,0,0,2,0,0,76,0,0,0,0,0,0,3,0,1,0,0,1,3,1,1,0,2,0,0,1,1,1,1,0,2,0,1,0,0,4,0,6,1,1,126,76,50,26789.198297024603
P30,1,1,0,1,0,0,1,0,0,0,0,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,6,4,1,0,1,2,117,78,39,26789.536484226395
P31,1,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,3,67,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,3,2,3,0,0,0,1,6,0,6,0,0,0,111,67,44,26787.2234912052
P32,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,2,0,0,0,4,0,0,0,60,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,2,1,1,0,6,2,2,0,1,2,1,0,102,60,42,26789.857563023997
P33,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,76,0,2,0,0,1,0,0,0,5,2,0,3,1,0,0,0,0,0,1,0,1,1,4,1,1,2,0,2,1,0,114,76,38,26787.301717746603
P34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,74,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,2,2,2,3,0,1,2,0,98,74,24,26791.844479092604
P35,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,70,0,1,1,0,0,2,0,0,1,1,3,0,2,2,0,1,1,2,1,2,1,1,0,1,3,0,3,1,115,70,45,26787.9903936346
P36,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,72,0,1,0,0,1,0,1,0,2,1,0,0,0,1,2,2,1,0,1,0,4,2,1,0,3,0,1,107,72,35,26787.430991643596
P37,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,75,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,1,1,2,1,0,3,0,3,110,75,35,26790.8929300382
P38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,2,1,1,2,0,2,3,0,94,70,24,26790.8351898216
P39,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,71,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,2,3,0,0,0,0,4,2,2,106,71,35,26787.354073992203
P40,1,0,0,1,3,2,0,0,0,1,2,0,1,1,0,0,1,1,2,0,2,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,69,1,0,2,0,1,0,0,0,0,0,0,1,1,3,1,1,4,0,0,3,1,1,1,116,69,47,26789.555350774004
P41,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,2,1,0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1,0,0,7,0,88,59,29,26789.843569270997
P42,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,65,2,0,0,0,0,0,1,1,0,2,1,0,2,1,1,1,0,1,0,1,3,97,65,32,26790.953979981405
P43,0,0,2,1,1,1,0,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,2,2,0,0,1,6,0,0,1,0,0,1,0,0,1,0,0,73,1,0,0,1,2,0,0,3,0,0,2,0,0,0,0,2,0,3,2,0,117,73,44,26789.2971844686
P44,0,0,0,0,2,0,1,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,69,0,0,0,0,2,0,1,1,0,0,0,2,1,0,2,1,0,2,1,98,69,29,26789.563874719606
P45,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,1,0,0,2,1,0,3,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,68,0,0,1,0,0,1,1,0,2,1,0,0,0,1,5,0,1,1,104,68,36,26790.386804095004
P46,0,0,2,0,1,0,2,0,0,0,2,0,1,1,0,0,2,1,0,1,0,2,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,3,1,0,0,74,0,1,0,0,0,1,0,0,0,0,1,0,2,2,1,1,1,113,74,39,26790.222088332208
P47,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,3,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,75,1,0,0,0,0,0,0,1,3,1,0,0,1,1,1,1,107,75,32,26791.589997280604
P48,1,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,60,0,0,1,1,0,1,2,2,1,0,2,0,3,1,0,91,60,31,26789.734654919404
P49,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,3,0,3,1,0,0,0,0,1,0,0,76,0,0,1,0,0,0,1,1,1,0,0,3,2,0,112,76,36,26789.112317571
P50,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,81,0,0,1,0,0,0,0,1,0,2,3,0,1,112,81,31,26790.2036833926
P51,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,2,0,0,0,1,1,0,0,1,0,1,3,1,0,0,0,1,0,67,0,0,2,0,0,2,0,0,0,0,0,1,99,67,32,26788.858269685003
P52,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,51,0,0,2,0,0,0,0,0,0,0,0,66,51,15,26789.0883607928
P53,0,0,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,50,0,0,0,0,0,0,1,0,0,0,73,50,23,26789.3934726748
P54,0,0,0,0,1,0,3,1,1,1,1,4,0,1,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,3,1,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,43,0,0,0,0,0,0,1,1,1,79,43,36,26787.997271060405
P55,0,2,0,0,1,2,0,5,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,1,0,1,70,45,25,26789.645967975208
P56,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,13,0,1,0,0,2,1,0,35,13,22,26788.578898905005
P57,0,1,0,0,0,1,1,2,0,1,0,1,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,1,40,16,24,26788.111500744202
P58,1,0,0,2,1,1,0,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,2,1,2,1,0,1,0,0,0,11,0,1,2,2,0,42,11,31,26788.994361404395
P59,0,3,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,14,0,0,2,0,38,14,24,26788.219104289004
P60,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,1,36,14,22,26788.4500937478
P61,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,3,0,0,1,0,12,0,0,41,12,29,26791.5959491724
P62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,14,1,29,14,15,26790.275859354002
P63,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,13,33,13,20,26788.998422145196
