Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,100,0,0,0,1,11,14,14,140,100,40,3175.2290944724
P1,0,100,0,0,0,4,3,25,132,100,32,3173.8715586542003
P2,0,0,100,0,1,3,20,9,133,100,33,3176.8922362241997
P3,0,0,0,99,0,3,3,21,126,99,27,3177.7229776241998
P4,0,0,0,0,97,12,15,1,125,97,28,3171.5143161008
P5,0,0,0,0,0,67,0,0,67,67,0,3176.2064819382003
P6,0,0,0,0,1,0,44,0,45,44,1,3170.2114944513996
P7,0,0,0,1,0,0,1,30,32,30,2,3174.5939822146
