Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P0,74,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,3,2,0,0,0,2,0,1,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,2,0,3,0,4,1,5,0,1,0,2,2,122,74,48,26790.733006950602
P1,0,67,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,2,3,1,3,0,0,0,102,67,35,26788.5442576532
P2,1,2,71,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,0,2,0,2,2,2,2,1,4,1,108,71,37,26789.6699833808
P3,0,2,0,73,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,3,1,0,1,1,4,0,0,0,0,0,1,6,1,1,2,4,120,73,47,26791.2623262418
P4,0,4,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,2,1,5,2,2,2,0,1,3,116,77,39,26788.607370379006
P5,0,0,1,0,0,77,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,4,5,2,3,3,0,2,3,1,0,115,77,38,26789.273451340403
P6,1,0,0,0,0,0,67,0,1,0,0,0,0,1,0,1,2,0,2,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,1,3,4,3,3,110,67,43,26787.422378542
P7,1,0,0,0,0,1,1,73,0,1,0,2,0,0,1,0,2,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,0,2,1,1,0,2,0,0,1,0,2,1,2,0,0,2,1,2,0,1,0,1,0,0,0,3,9,2,1,0,125,73,52,26787.9313349894
P8,1,0,0,0,0,0,0,2,69,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,3,3,0,0,3,1,5,0,0,3,0,3,110,69,41,26788.620460513
P9,0,1,2,0,0,0,0,0,1,72,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,5,1,0,0,2,4,4,3,2,0,1,0,7,0,0,123,72,51,26790.8617806434
P10,0,1,0,3,0,0,2,0,0,1,72,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,3,9,0,2,0,110,72,38,26788.472706789405
P11,1,1,3,0,0,0,0,0,0,1,3,69,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,1,2,4,0,2,3,0,3,117,69,48,26788.9696917592
P12,0,1,1,0,0,0,0,1,0,0,0,1,72,0,1,0,1,3,1,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,4,0,0,1,2,0,1,2,1,2,4,1,4,118,72,46,26789.7489175746
P13,0,0,0,0,0,0,0,0,0,3,0,1,0,75,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,4,3,2,1,1,2,0,1,5,112,75,37,26786.671432015002
P14,0,0,0,0,0,2,0,0,0,0,0,1,0,1,73,0,1,1,2,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,4,3,0,0,2,4,1,108,73,35,26790.231830590797
P15,1,0,0,0,3,3,1,2,1,1,0,0,0,1,1,77,3,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,1,1,0,0,0,0,5,2,4,1,4,0,127,77,50,26789.9512515192
P16,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,50,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,11,83,50,33,26790.457723623
P17,2,2,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,2,1,1,4,1,2,0,1,5,113,74,39,26787.1640891948
P18,1,0,0,1,0,0,4,0,0,1,0,0,0,1,0,1,1,0,67,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,3,0,0,2,1,0,1,1,4,0,1,6,0,2,5,0,0,0,113,67,46,26790.1762886152
P19,0,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,0,78,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,2,2,1,0,2,1,7,0,113,78,35,26786.6915087674
P20,2,0,0,0,1,0,0,2,3,0,3,1,2,1,0,0,0,0,1,0,72,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,1,3,0,8,122,72,50,26789.9418687886
P21,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,4,69,1,2,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,4,1,1,1,8,1,1,1,0,112,69,43,26791.387597557
P22,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,0,2,0,1,0,82,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4,0,1,1,0,1,5,2,3,0,3,0,0,2,121,82,39,26791.5042195324
P23,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,62,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,2,1,1,0,1,0,6,7,0,0,103,62,41,26787.8786578258
P24,1,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,65,0,0,1,0,0,2,0,0,3,0,0,2,1,1,0,0,1,0,1,0,1,2,0,1,0,0,0,1,3,1,1,0,2,3,6,0,0,1,2,113,65,48,26787.8305087224
P25,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,77,3,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,6,7,0,117,77,40,26787.078441606798
P26,1,1,0,0,0,2,2,1,0,0,1,0,2,0,0,0,1,0,0,1,0,2,0,1,0,0,77,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,2,3,0,0,3,0,6,119,77,42,26790.3051695958
P27,1,0,2,1,2,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,3,4,0,0,0,6,0,1,117,81,36,26787.8530178104
P28,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,70,0,0,0,0,0,0,0,1,0,7,1,1,2,0,4,1,0,3,1,1,0,0,1,0,2,0,0,0,2,3,3,2,1,2,0,119,70,49,26788.172806731403
P29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,1,0,1,83,0,1,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,0,4,0,115,83,32,26788.7885208146
P30,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,76,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,5,0,0,2,1,0,1,0,4,5,0,113,76,37,26790.8913149686
P31,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,81,0,1,3,4,0,0,2,4,0,1,1,3,0,1,1,1,1,0,0,0,1,1,1,5,1,0,5,2,0,0,1,2,134,81,53,26788.6451120524
P32,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,1,6,2,1,2,1,0,0,113,75,38,26787.8308572846
P33,0,1,0,2,1,0,1,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,65,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,1,0,1,0,0,0,2,1,0,1,0,1,3,5,102,65,37,26792.154423226602
P34,0,0,1,0,0,0,1,0,2,1,2,0,1,0,0,0,2,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,80,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,3,1,6,0,0,0,0,114,80,34,26792.094614038004
P35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,3,0,0,3,0,1,0,0,0,0,69,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,2,0,0,0,2,1,1,2,0,2,4,0,104,69,35,26789.936913961195
P36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,75,0,0,1,1,1,3,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,2,2,3,1,3,106,75,31,26790.7963466556
P37,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,66,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4,2,0,1,0,1,5,0,99,66,33,26786.573141102803
P38,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,68,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5,3,1,1,3,0,0,0,99,68,31,26788.738639357198
P39,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,70,1,2,0,0,0,0,1,4,0,0,0,0,1,0,2,2,5,1,0,3,0,2,0,0,108,70,38,26789.705036152598
P40,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,81,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,2,1,1,1,2,1,4,0,109,81,28,26786.940212240203
P41,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,77,0,2,2,0,1,1,0,0,0,2,1,0,1,0,2,0,1,0,2,2,0,1,106,77,29,26789.124108783402
