Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P42,1,1,0,0,0,1,0,0,1,0,0,3,2,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,77,0,2,0,0,1,0,0,1,0,0,1,0,2,1,2,2,0,1,0,1,0,116,77,39,26787.372778430203
P43,1,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,76,0,0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,110,76,34,26787.805730345004
P44,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,0,1,1,1,0,0,0,0,1,0,0,1,2,1,0,0,0,3,0,75,0,2,0,0,0,1,1,4,2,3,0,2,0,3,0,0,0,0,0,115,75,40,26789.6423192024
P45,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,76,0,0,1,0,0,1,0,3,5,0,0,1,0,1,1,1,0,2,106,76,30,26788.481928815603
P46,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,73,0,0,1,0,0,0,4,2,0,1,1,0,2,1,1,0,1,107,73,34,26789.7345576238
P47,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,71,1,3,1,1,2,1,0,0,2,0,0,3,0,0,2,0,107,71,36,26791.037456024605
P48,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,2,0,3,0,1,0,0,0,1,0,0,75,4,2,0,1,0,1,0,0,0,0,0,2,1,2,2,111,75,36,26788.938120862404
P49,0,0,0,3,1,0,4,0,0,0,0,0,1,0,0,0,2,1,2,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,1,0,61,2,2,1,0,2,1,0,0,2,1,0,4,1,0,106,61,45,26791.725286967998
P50,0,0,1,1,1,0,0,0,2,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,62,2,4,0,0,1,0,3,0,4,0,0,0,1,102,62,40,26788.2008094906
P51,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,61,0,1,1,0,0,2,0,0,1,0,2,0,84,61,23,26789.175536627004
P52,0,0,0,3,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,3,51,0,0,0,0,0,0,0,0,0,0,0,77,51,26,26786.856765751403
P53,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,46,0,0,0,0,0,0,0,2,0,0,68,46,22,26789.726570133
P54,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,0,0,0,0,0,1,0,0,0,71,50,21,26789.525103570795
P55,0,3,2,0,0,1,0,0,1,0,2,1,0,0,0,0,5,2,1,0,2,2,0,0,1,1,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,1,43,1,0,0,1,0,0,0,0,84,43,41,26790.326509010803
P56,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,14,0,1,0,1,1,0,0,38,14,24,26789.2825365052
P57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,2,0,16,0,0,0,0,0,0,37,16,21,26788.28101397
P58,0,1,0,0,1,0,2,1,0,1,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,13,1,0,1,1,0,44,13,31,26789.560035232
P59,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,11,0,1,3,1,38,11,27,26787.8192191118
P60,4,0,0,0,1,1,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,13,2,0,1,39,13,26,26788.613345148002
P61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1,4,1,0,9,0,0,32,9,23,26788.236639501196
P62,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,3,0,0,12,0,35,12,23,26789.277568814803
P63,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,0,0,1,0,0,1,1,2,0,0,3,0,0,1,1,0,1,0,0,0,0,1,0,14,43,14,29,26786.3988037108
