Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P1,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P2,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P3,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P4,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P5,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P6,26,26,26,26,26,26,26,26,208,26,182,8434.58129
P7,26,26,26,26,26,26,26,26,208,26,182,8434.58129
