Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,207,0,0,52,0,0,0,0,259,207,52,8431.61986
P1,0,176,0,0,0,0,0,0,176,176,0,8426.21299
P2,0,0,101,0,0,0,0,0,101,101,0,8450.30536
P3,0,0,0,103,0,0,0,0,103,103,0,8466.18135
P4,1,0,0,0,175,0,0,0,176,175,1,8437.43166
P5,0,32,0,13,33,208,0,0,286,208,78,8387.05753
P6,0,0,34,40,0,0,208,0,282,208,74,8451.72908
P7,0,0,73,0,0,0,0,208,281,208,73,8426.1125
