Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,84,5,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,3,6,2,1,1,1,0,2,3,2,4,123,84,39,2106.6669454482
P1,0,68,0,0,0,0,0,1,1,0,0,1,0,1,0,1,4,0,2,0,2,1,4,0,0,3,0,1,2,1,5,5,103,68,35,2171.7507944152003
P2,1,1,84,1,1,0,2,0,0,0,3,1,0,1,0,0,0,0,2,0,0,2,3,0,0,0,3,0,3,1,3,7,119,84,35,2203.9486375038005
P3,0,1,0,63,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,4,0,3,6,3,2,1,94,63,31,2105.0513582226
P4,0,0,0,0,88,1,2,0,0,0,7,1,4,0,1,1,1,3,1,1,1,1,2,2,1,0,2,3,3,3,3,1,133,88,45,2162.286788458
P5,6,0,1,1,0,84,0,1,1,3,3,1,1,0,0,0,0,0,0,1,0,1,4,1,0,0,1,2,5,3,3,2,125,84,41,2179.0271801890003
P6,1,4,2,3,1,1,84,1,3,1,3,1,2,0,1,1,0,6,0,0,0,1,1,0,1,0,1,2,6,3,1,3,134,84,50,2146.5241527738
P7,0,0,0,0,1,0,1,88,2,0,3,0,0,0,0,0,1,2,1,1,0,3,1,0,0,2,4,1,0,2,5,1,119,88,31,2171.4611654206
P8,0,0,0,0,0,1,2,2,76,2,1,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,7,1,4,104,76,28,2146.8590202418
P9,0,1,3,6,0,0,0,0,1,92,2,0,0,0,0,0,0,3,0,0,2,2,0,2,3,0,1,3,2,3,3,0,129,92,37,2187.8738598864
P10,0,6,3,3,2,0,1,0,4,0,68,0,1,1,0,0,0,4,1,1,2,0,2,4,0,0,2,0,2,2,4,2,115,68,47,2159.0100131052
P11,0,2,2,3,0,0,1,0,1,0,1,92,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,3,0,1,114,92,22,2168.5770006246
P12,0,1,4,6,0,0,4,0,1,0,0,1,84,0,0,2,0,0,0,1,0,1,0,1,4,0,2,0,1,1,1,1,116,84,32,2170.4605269340004
P13,1,2,0,4,3,0,1,0,1,0,1,0,3,92,0,2,0,0,0,1,0,0,1,0,1,4,1,2,1,0,1,0,122,92,30,2161.6231565466
P14,0,0,0,1,0,2,1,2,0,1,1,0,1,0,96,1,1,0,0,1,1,1,1,0,0,0,0,0,2,0,2,1,116,96,20,2134.7096057144
P15,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,84,1,0,0,2,1,0,1,0,0,0,2,0,1,1,1,3,104,84,20,2159.9346971468003
P16,3,2,0,1,0,1,0,0,1,0,1,1,0,0,0,2,92,0,0,1,0,0,1,4,0,0,0,0,1,3,1,0,115,92,23,2171.0076522960003
P17,1,0,0,1,0,0,0,1,1,0,1,0,0,2,0,2,0,76,0,1,1,0,1,1,1,0,0,1,2,0,2,3,98,76,22,2180.493744864
P18,1,2,0,5,3,5,0,0,2,1,1,0,3,1,1,2,0,3,92,2,2,0,0,1,1,1,0,1,2,0,1,0,133,92,41,2168.0160312792
P19,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,90,84,6,2394.2213678306
P20,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,92,88,4,2503.1340193828
P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,84,84,0,3914.5594081944
P22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,69,68,1,3225.9046483037996
P23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,81,80,1,3759.6955609302
P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,84,84,0,3965.6587486152
P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,84,84,0,3940.6486301448003
P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,80,0,5797.820549008001
P27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,82,80,2,5791.3216948702
P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,56,0,6081.063587199998
P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,61,61,0,6581.446538444
P30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,60,59,1,6373.675822729201
P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,0,6557.935171596601
