Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P10,0,0,0,0,0,0,0,0,0,0,75,0,0,1,1,0,1,0,1,2,1,0,0,1,0,1,0,2,1,3,2,0,0,0,0,0,0,5,0,1,0,2,0,0,0,1,0,1,0,3,2,1,0,0,0,0,1,1,2,3,0,1,5,2,123,75,48,25546.341511242597
P11,0,0,0,0,0,0,0,1,0,0,2,64,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,5,1,1,1,0,7,95,64,31,25821.820949081397
P12,0,0,0,1,1,1,0,0,0,0,1,0,59,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,1,2,0,0,0,2,2,1,0,1,0,3,0,0,0,0,0,0,2,0,0,3,1,1,1,1,8,105,59,46,25899.2990961042
P13,0,2,0,0,0,0,0,0,1,1,0,0,0,63,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,2,2,0,4,1,3,101,63,38,25709.8135709728
P14,0,0,0,1,0,0,4,0,2,0,0,0,0,0,76,0,0,0,0,1,1,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,3,3,3,5,1,0,1,0,115,76,39,25898.783747188398
P15,0,0,0,1,0,1,2,1,1,0,0,3,0,0,1,68,3,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,1,0,3,0,2,0,0,2,0,0,2,2,1,4,0,1,0,7,0,119,68,51,26537.1629157156
P16,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,63,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,5,1,0,1,0,5,1,2,103,63,40,25768.509488112402
P17,0,0,0,2,0,2,0,0,1,0,0,0,1,2,0,0,0,68,0,0,0,0,2,1,0,1,1,1,2,0,4,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,4,1,0,7,0,1,0,110,68,42,25544.5811295436
P18,1,1,1,1,1,0,1,1,0,0,1,2,0,0,0,2,0,1,68,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1,1,1,2,0,0,0,0,0,2,1,0,2,0,0,0,1,0,1,0,6,0,0,5,0,3,1,0,115,68,47,26318.941881664003
P19,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,2,1,1,67,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,2,1,1,1,0,2,3,2,2,0,1,1,3,109,67,42,25531.7521676998
P20,0,1,1,2,0,0,1,1,2,0,0,2,0,1,1,0,0,0,2,0,59,0,0,2,1,3,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,3,1,1,2,1,5,2,106,59,47,25473.0016226842
P21,0,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,1,1,0,2,2,68,1,1,0,0,1,0,3,0,0,0,0,2,2,0,0,1,4,0,1,1,0,0,4,1,0,2,1,1,0,0,0,2,0,0,6,1,1,3,1,2,0,0,124,68,56,26005.2091960858
P22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,1,0,0,1,1,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2,1,1,1,2,3,0,5,98,63,35,25579.605555532202
P23,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,68,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,3,1,5,2,0,0,3,1,100,68,32,25376.587344176798
P24,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,3,1,1,4,0,0,0,0,76,1,0,0,1,0,0,0,1,0,2,0,0,0,0,3,4,0,1,0,0,1,0,2,3,0,0,1,3,1,0,1,2,2,0,0,6,1,2,0,129,76,53,25815.3665681056
P25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,63,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,1,2,0,6,0,0,3,3,1,0,1,103,63,40,25615.901065814804
P26,0,0,4,0,0,0,1,0,0,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,2,76,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,0,4,0,0,114,76,38,26086.6295709714
P27,1,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,2,0,0,0,5,1,0,0,0,0,0,60,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,2,4,2,2,2,1,1,0,102,60,42,25399.5459032098
P28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,2,0,3,0,84,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,2,0,2,0,0,3,1,0,0,0,0,0,2,3,0,7,0,122,84,38,25116.2899794484
P29,0,1,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,0,0,1,1,1,1,0,0,0,63,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,2,0,0,0,2,1,1,0,5,2,3,0,105,63,42,26175.4895181674
P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,83,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,1,1,1,1,0,2,0,0,1,2,3,3,0,2,0,1,3,0,118,83,35,25434.4411682918
P31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,87,0,0,3,2,0,1,3,0,2,0,0,4,0,1,0,0,2,0,1,3,0,0,3,1,0,4,1,0,3,0,0,3,133,87,46,25671.679654615004
P32,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,76,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,2,0,2,1,5,0,0,3,116,76,40,26004.0329122598
P33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,84,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,6,1,0,0,2,111,84,27,25854.516102300197
P34,0,3,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,63,3,1,0,0,0,0,1,1,2,1,0,4,0,0,0,0,0,0,2,0,0,3,1,2,0,0,1,0,4,103,63,40,25060.762880333
P35,0,0,1,2,0,1,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,68,0,1,1,1,0,1,0,1,1,2,0,0,2,0,0,1,3,0,0,0,2,1,0,2,1,0,4,1,108,68,40,26049.4517712538
P36,1,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,3,4,1,0,0,0,0,0,0,0,1,2,1,0,68,0,1,1,0,1,0,1,2,0,0,0,1,0,0,1,0,1,1,0,3,0,1,2,0,4,1,0,110,68,42,25319.887014858
P37,0,4,0,1,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,3,0,0,1,0,1,1,0,0,0,1,63,2,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,3,0,4,0,1,0,0,5,1,108,63,45,25570.201169021002
P38,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,6,0,2,0,1,0,5,0,1,0,0,0,0,0,2,54,1,0,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,5,2,98,54,44,25329.526212216202
P39,0,1,2,0,0,0,0,0,0,3,1,1,1,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,76,1,2,0,0,0,0,0,0,1,1,0,1,0,2,1,2,1,3,2,0,0,2,2,0,120,76,44,26013.276370516396
P40,0,1,2,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,2,3,2,0,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,3,5,124,84,40,26043.2693028344
P41,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,0,80,0,0,2,0,0,1,0,0,0,1,0,0,0,4,0,3,2,0,0,0,0,2,114,80,34,26253.2301211292
P42,0,1,0,3,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,2,3,2,0,76,1,1,1,1,0,1,2,0,1,1,1,0,0,1,0,0,0,4,0,1,0,117,76,41,25659.025632873
P43,0,0,0,1,1,1,0,0,0,1,0,0,1,3,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,68,2,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,1,1,1,100,68,32,25748.887918473007
P44,0,0,1,1,1,0,1,2,0,2,0,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,63,0,0,0,0,1,0,0,0,0,2,0,1,4,0,0,2,0,2,0,93,63,30,25846.088610648803
P45,0,1,3,1,0,3,0,0,2,0,0,5,0,2,1,3,2,1,1,0,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,63,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,2,3,114,63,51,25149.558076850004
P46,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,4,0,0,0,0,0,2,0,64,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,3,96,64,32,25919.223719115802
P47,0,0,3,1,0,0,0,0,0,0,0,0,4,2,0,2,1,2,0,0,2,0,0,0,1,1,0,3,0,1,2,0,1,0,1,0,1,0,2,0,0,1,0,0,1,2,5,68,0,0,0,0,0,1,1,2,2,0,1,1,2,0,0,0,117,68,49,25348.247143734203
P48,0,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,1,63,0,0,0,0,1,1,0,0,1,2,2,0,1,2,0,95,63,32,25425.9596347982
P49,0,0,1,0,0,0,1,0,2,6,0,3,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,1,0,3,0,68,0,0,4,1,0,2,0,0,2,3,0,0,1,0,116,68,48,25955.3421511742
P50,0,1,1,0,1,0,0,1,2,1,0,1,0,2,1,0,2,1,0,2,0,0,0,0,1,5,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,1,2,1,84,1,0,0,0,2,1,2,1,0,0,1,0,0,128,84,44,25703.947679536603
P51,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,1,0,1,0,2,0,2,0,3,0,0,1,0,0,0,1,0,76,0,0,0,1,0,0,1,0,0,0,0,0,99,76,23,25748.209876054207
P52,0,0,0,0,1,0,1,1,1,2,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,72,52,20,25763.7315397318
P53,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,78,69,9,33058.793231493204
P54,0,0,0,0,1,0,0,0,7,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,77,61,16,29517.7695961008
P55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,74,61,13,29937.491390245203
P56,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,16,0,0,0,0,0,0,0,33,16,17,26391.483900068604
P57,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,16,0,0,0,0,0,0,32,16,16,25837.0868158388
P58,0,0,1,0,2,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,40,32,8,47468.80388928119
P59,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,34,18,16,27349.565974710797
P60,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,31,17,14,26481.6518783596
P61,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,42,37,5,55124.4601197244
P62,0,1,1,0,0,0,0,0,4,0,0,2,1,2,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,16,0,42,16,26,25729.470532415402
P63,0,0,0,2,2,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,35,17,18,26207.510635376
