Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,100,0,0,7,0,0,7,22,136,100,36,3008.9122433294
P1,0,100,0,6,0,14,14,11,145,100,45,3031.4575095093996
P2,0,0,100,3,1,1,5,19,129,100,29,3058.210262286
P3,0,0,0,84,0,16,16,4,120,84,36,2872.8262023856
P4,0,0,0,0,99,0,5,12,116,99,17,3050.1321888121997
P5,0,0,0,0,0,69,0,0,69,69,0,3271.0186157274
P6,0,0,0,0,0,0,53,0,53,53,0,3800.9845733708
P7,0,0,0,0,0,0,0,32,32,32,0,3302.7005462592
