Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P14,0,0,1,1,0,4,3,0,2,0,1,2,0,0,7,0,3,2,8,1,0,4,1,0,1,4,1,0,0,0,0,4,1,0,3,0,4,1,4,3,0,2,0,3,0,2,0,1,1,1,2,1,3,0,0,0,4,0,0,0,0,1,9,0,96,7,89,26787.8228182784
P15,12,1,0,0,5,4,3,4,2,0,0,4,0,3,3,1,3,1,0,0,0,3,1,2,1,4,0,4,1,1,5,0,1,2,10,1,4,0,1,1,1,0,0,4,4,0,0,1,0,1,0,0,2,2,2,3,1,0,3,0,3,1,2,2,120,1,119,26786.913450719003
P16,0,1,0,2,0,0,0,5,7,1,0,2,6,0,2,0,2,5,2,5,1,1,0,2,1,5,6,2,5,1,0,0,0,3,3,3,2,0,6,0,4,1,2,0,0,2,1,7,0,6,1,0,0,2,5,1,0,0,0,6,1,2,0,2,124,2,122,26788.791442393194
P17,1,0,3,0,0,0,0,9,2,0,4,0,3,3,2,0,2,0,0,0,2,0,0,3,0,3,4,0,1,0,9,4,1,0,6,0,1,0,0,1,2,0,2,6,5,0,0,2,1,2,2,0,2,3,1,1,0,2,4,3,3,0,0,0,105,0,105,26788.8447313342
P18,0,1,0,0,4,4,0,0,1,5,0,0,0,0,2,1,1,0,2,1,1,1,3,1,2,6,0,2,6,4,0,0,2,0,2,0,0,0,2,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,10,1,0,0,0,81,2,79,26789.7885351156
P19,0,2,3,2,2,0,0,4,5,0,0,1,0,0,3,0,0,2,2,8,0,4,0,0,0,0,1,2,0,1,5,0,0,3,0,1,0,1,0,4,0,5,3,0,5,0,7,6,0,6,1,1,4,1,1,3,0,0,0,1,4,0,0,5,109,8,101,26789.2097353926
P20,0,5,4,3,4,0,3,1,1,0,2,1,1,1,0,0,6,4,1,0,1,1,1,0,2,3,0,0,1,3,9,1,0,13,0,1,0,0,1,1,1,2,2,0,0,0,0,4,1,0,1,3,2,3,6,6,0,2,1,2,2,0,2,0,115,1,114,26786.972421168208
P21,0,0,0,0,6,0,4,2,0,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,3,1,0,0,6,4,1,1,3,0,0,0,1,0,1,3,5,1,0,5,2,0,5,0,3,5,0,0,0,1,0,2,4,77,0,77,26791.044325828603
P22,0,1,4,3,0,0,5,0,1,0,2,3,1,1,1,0,3,1,0,1,2,0,1,1,3,4,0,2,3,0,1,5,0,4,1,7,3,0,1,1,1,1,4,1,1,2,0,3,4,2,0,3,1,2,0,2,1,1,1,0,5,3,1,0,105,1,104,26787.56878996
P23,1,6,4,0,0,3,1,2,0,3,0,5,0,1,0,0,0,3,0,0,0,0,0,1,2,3,3,4,1,0,0,1,3,0,0,4,9,0,1,0,2,0,2,3,0,1,0,6,3,1,0,0,6,4,0,1,2,0,0,0,3,5,0,1,101,1,100,26790.4437937756
P24,2,0,0,1,0,1,4,1,9,6,1,1,5,1,1,4,0,0,0,0,3,0,1,0,1,0,1,4,1,6,0,3,0,2,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,16,0,0,85,1,84,26788.017823697
P25,0,0,0,1,2,3,0,1,1,2,0,2,3,2,0,4,0,7,1,3,1,0,5,0,3,3,0,0,2,0,0,4,2,1,4,3,0,1,0,3,2,1,0,4,0,2,2,5,0,0,0,0,2,0,6,4,2,0,0,1,4,4,0,0,103,3,100,26787.9462909702
P26,0,1,6,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,2,0,8,0,0,0,1,1,1,0,0,0,0,4,2,1,5,0,4,0,1,0,1,4,2,1,2,0,1,0,0,0,9,2,1,2,0,1,3,0,0,2,0,3,3,2,83,1,82,26786.9625334766
P27,8,2,1,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,1,0,0,8,0,0,0,2,2,2,1,0,0,3,2,1,0,0,0,2,2,5,0,1,6,1,1,1,0,2,6,0,0,6,0,0,2,3,0,0,1,5,0,0,4,2,96,2,94,26788.835422991997
P28,0,6,2,0,0,4,1,4,0,1,2,2,8,2,0,2,0,1,0,0,1,11,1,1,1,0,4,1,0,5,8,2,0,2,2,0,1,1,1,1,1,1,0,2,2,0,1,0,4,1,0,0,0,3,1,0,0,2,5,0,2,0,3,2,108,0,108,26790.738614085003
P29,2,0,0,2,1,0,1,3,2,1,5,1,0,0,0,4,2,3,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,4,1,3,0,0,2,0,2,3,2,1,0,0,1,1,0,0,2,0,4,1,1,0,5,2,1,1,73,0,73,26787.416921139004
P30,2,2,1,1,0,0,1,0,0,1,0,3,0,3,0,5,0,0,3,4,0,1,4,4,0,0,3,1,4,2,0,1,0,5,1,1,0,9,2,2,6,8,7,3,0,1,4,0,0,1,0,1,1,1,3,1,0,0,1,1,0,4,1,4,114,0,114,26790.3064308172
P31,0,0,9,0,2,4,0,0,1,3,0,0,1,1,3,4,1,0,0,1,0,1,2,0,2,0,3,2,1,1,5,3,2,0,0,2,3,3,1,1,1,1,1,1,1,0,2,5,0,5,4,0,1,0,3,0,0,9,1,0,2,0,0,1,100,3,97,26789.559159758406
P32,1,1,2,0,7,0,0,0,5,0,0,0,1,1,1,0,0,0,3,1,1,9,0,0,1,0,3,8,3,5,0,4,3,0,8,2,0,0,0,0,2,0,1,1,6,0,6,0,0,2,1,2,13,0,1,1,0,3,5,0,0,0,0,1,115,3,112,26788.3536415146
P33,0,0,0,5,5,0,3,2,1,0,0,0,1,1,0,2,0,3,4,1,5,1,0,1,0,1,0,8,1,2,4,1,0,1,0,1,2,8,0,1,2,5,1,0,0,1,2,3,4,1,6,2,1,0,0,0,1,2,3,0,4,2,0,1,106,1,105,26788.418266299403
P34,2,3,7,8,1,0,0,2,0,1,1,1,2,0,0,1,1,4,1,1,2,2,4,3,0,2,0,1,2,1,1,3,0,1,0,0,3,0,0,0,0,0,0,0,3,2,2,1,1,2,6,0,1,0,13,2,3,0,1,4,2,0,0,0,104,0,104,26789.5590004928
P35,3,3,0,1,0,0,2,2,5,4,0,2,0,2,0,7,0,3,4,0,2,4,0,6,3,1,4,1,1,3,0,0,1,10,0,1,2,1,0,0,0,1,6,2,4,2,2,1,0,1,1,1,0,0,2,1,0,2,1,1,0,0,8,1,115,1,114,26789.8413386362
P36,4,4,0,2,2,2,4,1,12,2,0,1,0,1,0,3,0,0,3,2,2,0,0,2,1,1,0,0,5,2,0,0,0,0,1,6,2,3,2,2,0,0,1,2,0,2,1,2,0,1,0,1,0,1,3,0,1,0,2,0,2,5,3,1,100,2,98,26788.195804596602
P37,2,3,3,0,6,5,2,0,3,0,4,0,2,1,1,4,1,0,0,0,4,5,5,1,7,0,6,9,1,1,2,1,1,0,3,0,1,0,0,0,0,2,0,4,1,0,3,0,1,0,0,6,2,0,0,5,2,0,2,1,5,0,0,2,120,0,120,26789.444169049202
P38,0,2,1,0,4,2,0,2,1,0,4,0,3,8,0,1,1,0,2,0,0,0,3,4,2,2,0,6,0,0,2,0,4,0,5,0,0,0,0,1,5,1,0,6,1,7,2,1,2,9,0,0,0,1,0,0,0,1,0,2,1,1,2,6,108,0,108,26789.8712038998
P39,1,2,0,0,0,4,5,1,0,6,6,1,1,0,4,0,5,1,1,1,0,0,0,0,3,0,1,1,1,0,1,0,1,3,0,3,5,2,1,0,0,2,0,3,0,2,3,0,2,1,4,1,5,0,3,0,1,5,0,2,1,0,0,3,99,0,99,26789.059807779402
P40,0,1,0,0,0,2,0,1,2,0,1,1,0,0,1,3,0,9,0,0,2,0,0,7,1,1,0,0,0,1,0,0,4,0,0,0,2,10,1,1,1,0,2,1,0,0,0,0,1,2,0,0,0,2,1,0,0,3,2,0,2,2,2,4,76,1,75,26788.7481527362
P41,5,2,0,0,7,3,0,0,1,3,0,0,1,0,1,0,1,0,2,0,0,0,0,2,2,0,0,7,2,0,0,0,1,4,0,1,0,0,1,0,1,1,1,0,1,2,2,2,1,0,0,4,10,1,4,1,0,1,1,2,1,0,5,0,87,1,86,26788.9861054426
P42,0,3,3,0,3,0,4,0,0,1,0,1,2,1,1,0,0,2,0,8,1,1,2,1,7,0,2,0,0,8,0,0,1,0,0,0,2,9,1,0,1,2,1,1,1,2,2,1,1,1,0,5,4,5,4,0,0,2,1,0,1,0,4,2,105,1,104,26787.7293901464
P43,1,0,1,4,0,0,0,6,0,3,0,0,2,2,4,4,1,0,1,0,0,8,0,0,0,1,5,0,0,0,5,5,0,0,0,0,5,0,1,0,2,0,0,1,5,0,0,0,2,0,0,0,0,2,3,4,3,1,5,0,0,0,0,4,91,1,90,26790.6066298512
P44,0,1,1,0,3,2,1,1,3,6,3,1,0,0,2,0,1,1,0,3,3,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,7,3,4,0,0,1,0,0,4,0,3,6,0,1,4,4,0,1,0,1,0,5,2,3,1,0,90,0,90,26792.121745587203
P45,0,2,0,0,4,0,0,0,1,2,2,4,2,4,0,1,1,1,9,4,3,2,1,4,0,5,5,2,6,0,0,0,7,0,1,0,1,1,0,2,1,0,3,0,0,0,1,0,10,0,0,0,0,1,0,2,12,0,0,1,0,0,0,1,109,0,109,26788.894502166004
P46,0,0,2,0,2,4,0,5,1,1,5,3,0,0,10,0,5,0,1,3,0,0,6,0,0,2,3,2,0,0,0,1,1,1,2,0,2,1,0,3,1,1,5,6,2,0,3,4,0,4,3,0,0,6,0,2,2,4,0,4,0,0,1,0,114,3,111,26787.7746796632
P47,2,0,0,0,0,0,1,0,6,0,7,4,0,0,1,6,0,2,1,1,2,0,1,0,1,0,3,2,1,0,1,2,0,0,0,4,1,0,0,1,0,1,0,2,1,0,0,0,0,3,2,1,1,5,0,0,0,0,0,1,7,3,0,3,80,0,80,26787.5628647824
P48,0,1,0,3,3,0,0,1,2,2,3,0,1,7,4,1,0,0,1,2,1,4,3,1,2,2,3,1,8,0,0,2,5,4,1,7,0,0,4,0,5,0,2,0,2,9,0,0,1,1,1,0,0,0,0,0,1,1,1,2,4,1,3,1,114,1,113,26787.0668444608
P49,1,0,0,4,0,1,1,0,1,1,1,6,2,1,1,0,3,1,2,0,1,0,2,0,2,4,0,1,0,1,5,1,0,0,2,0,2,0,3,1,1,0,4,5,0,4,3,0,0,3,0,4,1,0,3,2,0,1,0,2,0,3,0,6,93,3,90,26790.345368861803
P50,0,1,4,0,2,3,0,2,2,3,0,2,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,4,0,1,2,1,6,0,1,0,1,0,2,1,0,1,0,2,1,2,0,0,0,1,0,3,5,0,4,5,0,0,3,1,0,78,0,78,26789.3882713344
P51,0,0,4,0,0,1,3,3,1,1,3,4,0,4,2,0,0,1,3,4,8,2,4,1,0,6,5,1,0,1,1,9,0,3,0,1,1,1,3,2,2,0,6,7,1,0,0,0,2,1,1,1,1,2,3,0,1,3,1,0,4,1,1,1,122,1,121,26789.988780025607
P52,12,0,2,2,0,0,0,1,0,0,1,0,0,1,0,1,2,0,1,0,0,3,0,3,3,0,1,0,3,0,0,0,0,1,0,2,0,0,0,7,1,2,0,2,1,3,0,4,2,0,2,1,2,1,0,3,3,1,0,0,3,0,6,0,83,2,81,26790.261129378003
P53,3,4,0,6,3,1,5,0,1,0,0,0,1,1,1,1,2,1,1,1,3,0,0,0,0,2,1,0,0,3,0,1,3,1,3,7,1,4,1,8,10,0,0,4,1,8,0,0,3,0,0,1,0,0,0,1,2,0,1,1,1,7,1,0,111,0,111,26791.797284601602
P54,0,5,0,0,0,0,0,3,1,1,2,0,0,5,0,8,1,2,6,0,5,0,0,0,0,0,0,0,2,0,0,0,2,3,3,1,0,0,3,1,1,1,0,1,7,2,4,0,2,0,0,0,7,0,0,2,0,3,0,2,3,1,3,0,93,0,93,26789.619838241604
P55,0,1,0,9,0,0,1,0,0,0,0,2,1,0,3,4,8,2,1,0,1,0,1,0,6,1,1,1,1,0,0,0,0,0,0,1,2,1,2,4,2,1,4,3,4,0,0,4,1,1,0,6,7,1,0,3,1,7,0,0,0,0,2,0,101,3,98,26789.878284935403
P56,0,1,0,5,0,3,0,0,2,5,1,0,0,2,3,2,6,0,1,1,4,0,0,1,5,1,0,0,0,4,2,0,1,1,5,4,0,3,4,0,0,1,0,0,2,4,1,1,4,4,3,1,1,2,1,5,5,2,2,0,0,0,0,2,108,5,103,26787.9600491578
P57,0,0,1,1,5,3,2,1,0,0,2,0,3,2,4,0,1,0,1,4,0,0,0,3,0,4,0,5,3,3,4,0,3,0,0,0,4,7,0,0,0,0,4,0,2,1,3,1,0,0,0,0,1,0,3,0,6,1,3,2,0,1,0,1,95,1,94,26790.2173409448
P58,1,4,0,4,1,5,0,2,1,1,2,2,0,2,2,0,4,2,0,3,0,1,10,1,4,4,0,0,1,0,1,0,0,2,0,1,0,1,2,0,0,0,0,4,5,0,0,0,2,3,0,3,2,6,0,1,2,1,0,2,1,0,1,5,102,0,102,26788.763535978203
P59,0,1,1,3,0,1,2,0,1,8,1,0,3,6,1,0,4,1,6,2,0,0,2,6,1,1,0,1,0,6,0,4,0,0,3,0,1,3,3,0,2,1,1,0,4,0,2,0,0,1,2,0,1,0,0,0,0,1,10,4,0,0,0,0,101,4,97,26787.281605724398
P60,2,0,3,1,1,0,0,2,0,3,2,0,3,0,0,3,1,0,0,0,1,2,1,0,1,0,2,2,1,0,0,1,0,1,2,1,0,3,3,0,1,0,0,2,0,1,0,1,0,5,3,0,0,1,0,4,0,0,6,1,4,1,1,1,74,4,70,26789.839351658204
P61,0,0,0,0,0,1,16,0,0,0,11,3,1,3,4,1,1,0,0,4,4,0,0,0,0,0,1,0,0,0,2,4,0,1,1,1,0,3,0,0,1,4,6,3,0,2,0,1,1,2,0,7,0,3,4,1,5,2,0,0,1,0,1,2,108,0,108,26788.214210033402
P62,1,3,1,0,0,0,2,2,0,1,5,6,4,3,0,0,0,5,1,3,2,3,2,4,0,0,2,0,9,1,3,2,7,0,0,4,1,2,3,1,3,7,5,0,0,3,2,1,7,0,1,1,0,3,2,1,1,0,0,4,0,2,0,4,130,0,130,26788.6513133046
P63,1,1,1,0,1,3,1,1,2,2,1,0,5,0,1,1,6,0,5,4,0,2,0,6,1,0,0,0,3,1,5,1,2,2,5,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,8,88,8,80,26787.143957617598
