Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,2,1,4,5,6,1,0,2,3,0,6,1,10,7,0,3,1,1,0,5,6,1,7,17,0,1,1,1,1,0,4,5,102,2,100,3186.7381596550003
P1,2,5,1,1,4,2,1,0,4,2,7,3,1,4,7,2,1,0,0,2,0,1,2,0,5,14,0,0,6,2,6,2,87,5,82,3185.9278240224003
P2,4,8,12,16,8,0,0,0,4,0,2,0,9,10,4,0,5,0,1,0,0,1,1,0,6,0,4,2,1,4,9,3,114,12,102,3185.2888650902
P3,0,0,4,0,1,15,3,1,2,3,0,5,5,1,0,7,4,5,4,4,4,3,0,4,6,9,2,4,5,1,0,3,105,0,105,3185.690645221
P4,1,1,4,0,14,8,1,4,0,1,0,6,0,6,4,7,8,12,1,0,0,5,1,0,3,0,1,8,2,9,1,1,109,14,95,3185.5375924158
P5,1,0,15,0,0,0,7,7,4,2,5,0,4,1,0,2,3,11,0,8,7,1,0,0,3,6,13,2,3,1,0,3,109,0,109,3185.2043242518002
P6,0,0,0,4,4,2,3,0,2,3,2,8,1,2,13,0,4,2,4,3,18,1,6,0,1,4,5,5,0,1,4,2,104,3,101,3185.2276301452002
P7,6,0,4,7,1,7,2,1,5,2,3,0,2,5,6,0,3,4,0,2,1,8,4,8,2,1,1,5,1,1,5,4,101,1,100,3186.2207136184006
P8,1,5,0,4,0,0,0,3,11,0,1,8,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,8,0,16,68,11,57,3185.0715880392004
P9,4,0,0,3,5,1,1,0,0,1,1,0,0,3,0,0,3,3,3,7,4,0,0,0,8,12,0,0,4,3,5,4,75,1,74,3185.627853393
P10,8,1,3,0,4,4,2,4,7,0,6,5,4,1,12,2,5,2,0,1,1,4,7,4,8,5,2,6,1,0,0,5,114,6,108,3185.5935049094
P11,0,4,8,1,3,6,0,1,0,15,1,4,9,2,2,0,0,3,7,4,3,3,0,5,1,1,7,4,9,0,0,2,105,4,101,3185.0709614803995
P12,3,0,1,7,0,1,0,4,0,6,1,1,1,1,0,4,5,4,2,0,0,2,0,0,1,0,1,17,0,0,0,13,75,1,74,3186.146295074
P13,4,11,5,0,9,0,0,2,10,1,1,0,2,1,2,2,5,0,1,4,2,0,0,7,5,7,1,0,3,0,8,5,98,1,97,3185.8867106447997
P14,1,0,2,5,3,5,14,3,0,0,7,0,3,0,2,12,2,0,1,1,0,1,0,3,5,2,2,2,9,4,4,1,94,2,92,3185.5636076951996
P15,6,4,2,4,2,2,13,2,5,0,5,13,0,1,16,2,6,4,9,6,8,0,4,0,1,3,8,6,5,0,0,0,137,2,135,3186.3272252201996
P16,2,2,0,1,4,0,9,2,0,8,4,1,1,1,0,0,1,14,6,1,0,15,8,5,0,1,0,2,9,0,2,0,99,1,98,3186.5741891939997
P17,1,1,1,0,7,2,7,3,1,25,1,1,4,0,0,9,4,0,13,12,1,5,1,2,3,8,7,3,4,0,1,0,127,0,127,3185.6711158788
P18,6,4,1,5,0,2,1,1,6,1,0,0,0,0,4,13,5,4,0,2,6,9,6,0,2,4,18,0,1,0,0,1,102,0,102,3185.5898995422003
P19,1,14,11,3,5,5,3,1,1,2,11,7,7,3,1,2,4,2,4,8,9,1,0,0,1,0,4,0,3,0,13,0,126,8,118,3186.0744142568
P20,4,0,0,0,3,3,1,1,1,0,2,0,3,2,2,0,3,0,3,8,1,3,5,14,3,1,0,1,7,4,2,0,77,1,76,3185.3598556524
P21,0,0,1,1,0,2,4,1,0,1,6,12,0,4,4,6,2,0,0,0,0,8,1,1,0,5,12,4,0,2,6,0,83,8,75,3185.5054974584004
P22,3,0,0,0,0,6,2,0,3,0,0,1,0,2,3,6,1,2,4,1,5,0,0,1,9,0,1,9,2,5,5,2,73,0,73,3185.3994765302
P23,7,11,0,0,2,5,0,0,0,4,0,0,0,6,0,4,4,8,0,4,2,11,8,0,1,0,3,1,6,4,2,1,94,0,94,3186.4776072528
P24,0,1,1,0,0,1,6,0,2,2,4,6,1,2,4,3,2,0,3,4,0,1,8,5,8,1,1,2,8,3,0,2,81,8,73,3186.271873000799
P25,0,0,1,2,0,8,2,8,14,0,7,5,11,0,0,0,6,2,10,0,0,2,1,0,0,5,0,1,0,18,0,1,104,5,99,3184.985044958
P26,2,1,1,8,2,1,6,4,2,6,8,0,0,2,7,5,5,1,11,0,0,0,2,6,2,9,1,0,0,1,6,8,107,1,106,3185.8858351734
P27,12,1,8,0,8,2,0,6,3,3,2,0,0,1,0,2,1,8,3,4,5,0,3,1,4,0,2,0,4,2,11,2,98,0,98,3185.2604503636
P28,1,1,2,4,0,5,2,20,1,6,7,0,9,9,1,0,1,1,0,0,9,0,0,8,0,0,2,5,2,10,2,0,108,2,106,3185.4946165078004
P29,2,1,7,4,1,1,2,0,6,1,0,2,1,3,1,5,0,1,2,1,4,11,3,7,7,0,1,4,0,6,4,0,88,6,82,3186.1024127034
P30,4,15,0,5,2,3,3,3,3,1,0,9,9,13,0,1,1,5,1,2,4,0,17,0,0,1,0,0,0,5,0,9,116,0,116,3185.2315592764
P31,12,8,1,10,2,0,5,16,0,4,0,2,1,4,4,1,5,0,6,6,0,2,5,2,5,0,0,6,2,6,0,5,120,5,115,3185.360729695
