Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,100,0,0,0,0,7,17,14,138,100,38,3186.0777654318
P1,0,100,0,0,0,13,11,15,139,100,39,3142.1657605084
P2,0,0,100,0,0,7,7,15,129,100,29,3038.7787537464
P3,0,0,0,100,0,12,6,15,133,100,33,3206.8668274758
P4,0,0,0,0,100,1,15,5,121,100,21,3106.9165435016
P5,0,0,0,0,0,60,0,3,63,60,3,3153.9921898878
P6,0,0,0,0,0,0,44,0,44,44,0,3155.5343627984
P7,0,0,0,0,0,0,0,33,33,33,0,3405.9099383298003
