Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,0,1,0,13,8,40,2,9,73,0,73,3173.6081523908
P1,17,2,8,8,3,20,4,17,79,2,77,3174.9833459774
P2,9,28,6,1,1,0,41,1,87,6,81,3174.2653450956
P3,34,4,23,4,16,17,9,12,119,4,115,3174.336674202
P4,9,3,1,44,50,0,8,15,130,50,80,3175.2787709222002
P5,11,13,4,8,4,21,12,11,84,21,63,3174.6402311282
P6,16,49,53,9,14,1,6,19,167,6,161,3174.5787119708
P7,4,0,5,13,4,1,18,16,61,16,45,3174.550909993
