Process,P0,P1,P2,P3,P4,P5,P6,P7,w,L
P0,128,0,0,0,0,0,0,0,1.934838295,247.65930176
P1,0,128,0,0,0,0,0,0,28.626697882812504,3664.2173290000005
P2,0,0,128,0,0,0,0,0,6.415063142968749,821.1280822999998
P3,0,0,0,128,0,0,0,0,14.637425541874999,1873.5904693599998
P4,0,0,0,0,128,0,0,0,47.069602832343755,6024.909162540001
P5,0,0,0,0,0,128,0,0,1.9002422689062501,243.23101042000002
P6,0,0,0,0,0,0,128,0,102.94671431187501,13177.179431920002
P7,0,0,0,0,0,0,0,128,48.1074031440625,6157.74760244
