Process,P0,P1,P2,P3,P4,P5,P6,P7,w,L
P0,32,0,0,0,0,0,0,0,1.9002065068749996,60.80660821999999
P1,0,32,0,0,0,0,0,0,28.988267480625,927.62455938
P2,0,0,32,0,0,0,0,0,6.32414817875,202.37274172
P3,0,0,0,32,0,0,0,0,15.198624134375,486.3559723
P4,0,0,0,0,32,0,0,0,47.742748260625,1527.76794434
P5,0,0,0,0,0,32,0,0,1.910398899375,61.13276478
P6,0,0,0,0,0,0,32,0,103.44177633562498,3310.1368427399993
P7,0,0,0,0,0,0,0,32,48.57967048875,1554.54945564
