Process,P0,P1,P2,P3,P4,P5,P6,P7,w,L
P0,64,0,0,0,0,0,0,0,1.9021160903125,121.73542978
P1,0,64,0,0,0,0,0,0,28.669075668125,1834.82084276
P2,0,0,64,0,0,0,0,0,6.433030217812501,411.71393394000006
P3,0,0,0,64,0,0,0,0,14.796292781562498,946.9627380199998
P4,0,0,0,0,64,0,0,0,48.276970535625,3089.72611428
P5,0,0,0,0,0,64,0,0,1.8784411250000002,120.22023200000001
P6,0,0,0,0,0,0,64,0,103.84104028375,6645.82657816
P7,0,0,0,0,0,0,0,64,47.185970842812495,3019.9021339399997
