Process,P0,P1,P2,P3,P4,P5,P6,P7,w,L
P0,512,0,0,0,0,0,0,0,2.060469891835938,1054.9605846200002
P1,0,512,0,0,0,0,0,0,28.456557635195313,14569.75750922
P2,0,0,512,0,0,0,0,0,6.4289599657031244,3291.6275024399997
P3,0,0,0,512,0,0,0,0,14.679993782187502,7516.156816480001
P4,0,0,0,0,512,0,0,0,46.20197871703126,23655.413103120005
P5,0,0,0,0,0,512,0,0,2.0534248091015623,1051.35350226
P6,0,0,0,0,0,0,512,0,102.26457836105469,52359.46412086
P7,0,0,0,0,0,0,0,512,46.82466490191407,23974.228429780003
