Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,2,2,2,2,2,2,2,2,16,2,14,500.25917
P1,2,2,2,2,2,2,2,2,16,2,14,500.25917
P2,2,2,2,2,2,2,2,2,16,2,14,500.25917
P3,2,2,2,2,2,2,2,2,16,2,14,500.25917
P4,2,2,2,2,2,2,2,2,16,2,14,500.25917
P5,2,2,2,2,2,2,2,2,16,2,14,500.25917
P6,2,2,2,2,2,2,2,2,16,2,14,500.25917
P7,2,2,2,2,2,2,2,2,16,2,14,500.25917
