Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,255,0,0,0,0,0,73,0,328,255,73,7986.32812
P1,0,256,0,0,0,0,0,14,270,256,14,7963.58698
P2,0,0,256,0,65,0,32,0,353,256,97,7987.5666
P3,0,0,0,256,20,0,0,71,347,256,91,7972.75792
P4,0,0,0,0,171,0,0,0,171,171,0,8008.59658
P5,0,0,0,0,0,256,73,0,329,256,73,7984.97456
P6,0,0,0,0,0,0,78,0,78,78,0,8012.13461
P7,1,0,0,0,0,0,0,171,172,171,1,7981.77582
