Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,16,0,0,0,0,0,5,0,21,16,5,551.53336
P1,0,16,0,0,0,0,0,0,16,16,0,445.84007
P2,0,0,16,0,5,0,1,1,23,16,7,480.4219
P3,0,0,0,16,0,32,0,4,52,16,36,463.41821
P4,0,0,0,0,11,0,0,0,11,11,0,519.39683
P5,0,0,0,0,0,-16,5,0,-11,-16,5,500.19688
P6,0,0,0,0,0,0,5,0,5,5,0,525.97627
P7,0,0,0,0,0,0,0,11,11,11,0,515.28986
