Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P1,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P2,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P3,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P4,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P5,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P6,4,4,4,4,4,4,4,4,32,4,28,1016.34336
P7,4,4,4,4,4,4,4,4,32,4,28,1016.34336
