Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,14,0,0,0,0,0,0,0,14,14,0,1452.33299
P1,0,45,0,0,0,0,0,11,56,45,11,1426.20829
P2,13,0,39,0,0,0,0,0,52,39,13,1423.48213
P3,0,5,11,50,0,9,10,9,94,50,44,1347.71647
P4,13,0,0,0,50,0,0,0,63,50,13,1443.35305
P5,0,0,0,0,0,41,0,13,54,41,13,1423.96993
P6,10,0,0,0,0,0,40,3,53,40,13,1424.66061
P7,0,0,0,0,0,0,0,14,14,14,0,1448.39121
