Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,6,7,6,13,6,7,7,6,58,6,52,1422.83272
P1,6,7,6,13,6,7,7,6,58,7,51,1422.83272
P2,7,5,7,0,5,5,6,6,41,7,34,1423.01843
P3,7,5,7,0,5,5,6,6,41,0,41,1423.01843
P4,6,8,6,12,7,8,6,6,59,7,52,1424.59919
P5,6,8,6,12,7,8,6,6,59,8,51,1424.59919
P6,6,5,6,0,7,5,6,7,42,6,36,1424.60701
P7,6,5,6,0,7,5,6,7,42,7,35,1424.60701
