Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,7,6,7,6,6,6,6,6,50,7,43,2288.0244
P1,7,6,7,6,6,6,6,6,50,6,44,2288.0244
P2,7,6,7,6,6,6,6,6,50,7,43,2288.0244
P3,7,6,7,6,6,6,6,6,50,6,44,2288.0244
P4,6,6,6,7,6,7,6,6,50,6,44,2288.03273
P5,6,6,6,7,6,7,6,6,50,7,43,2288.03273
P6,5,7,5,6,7,6,7,7,50,7,43,2288.19728
P7,5,7,5,6,7,6,7,7,50,7,43,2288.19728
