Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,50,0,10,0,0,0,0,0,60,50,10,1126.64327
P1,0,50,0,0,0,0,15,0,65,50,15,1181.56731
P2,0,0,11,0,0,0,0,0,11,11,0,1135.16429
P3,0,0,10,50,0,0,0,0,60,50,10,1126.21964
P4,0,0,0,0,50,0,15,0,65,50,15,1185.44895
P5,0,0,9,0,0,50,2,0,61,50,11,1168.95839
P6,0,0,0,0,0,0,18,0,18,18,0,1303.35802
P7,0,0,10,0,0,0,0,50,60,50,10,1127.23145
