Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P27,1,0,0,3,0,0,4,0,0,0,0,0,0,1,1,0,1,4,1,0,0,1,1,1,0,0,0,68,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1,4,0,1,0,1,0,0,1,0,3,0,1,0,0,4,1,3,0,2,2,1,119,68,51,26432.3914804472
P28,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,2,0,1,0,0,1,0,0,68,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,1,3,1,2,7,107,68,39,26494.615136615197
P29,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,3,0,0,0,0,0,0,2,1,0,3,2,0,1,5,111,79,32,26128.520530223803
P30,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,1,0,1,1,3,0,1,60,1,0,1,0,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,1,1,0,2,0,1,4,0,3,5,0,0,107,60,47,26350.452349653402
P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,63,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,2,1,1,0,1,1,2,3,3,1,0,3,95,63,32,26774.3973422162
P32,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,4,0,0,1,1,1,0,0,2,76,0,0,1,0,0,0,2,0,1,0,0,2,2,0,1,0,1,3,1,0,1,0,1,1,0,4,0,0,3,4,1,122,76,46,26353.6402244628
P33,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,0,63,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,2,2,0,0,1,1,95,63,32,26304.746635905405
P34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,6,2,0,0,1,0,0,0,1,0,0,0,1,76,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,1,4,1,3,111,76,35,26165.708045014602
P35,0,1,2,0,0,1,0,0,0,0,1,0,0,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,63,0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,2,0,1,0,1,0,3,5,1,1,0,2,0,101,63,38,26489.3332118962
P36,0,0,3,0,1,0,1,0,2,1,2,0,0,0,0,3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,63,2,1,0,2,0,3,0,1,0,0,0,0,1,0,0,3,0,0,0,2,0,2,0,1,6,0,1,106,63,43,26551.374706262402
P37,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,63,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,1,1,3,3,91,63,28,26594.4481148752
P38,2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,4,0,1,1,1,1,0,1,2,1,2,1,2,2,1,1,0,1,2,0,3,76,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,3,1,1,0,2,5,1,0,0,130,76,54,25756.541999819405
P39,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,3,1,0,0,0,3,1,0,0,1,0,1,0,3,2,1,1,84,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,1,3,1,1,0,0,2,128,84,44,26126.471498478397
P40,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,2,0,4,0,0,2,1,0,0,3,1,0,82,0,0,0,0,0,0,0,2,2,0,0,1,0,3,1,0,6,2,0,0,1,1,0,126,82,44,26530.2498664788
P41,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,66,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,1,1,5,0,1,93,66,27,26425.635838978596
P42,0,0,2,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,1,0,3,0,0,3,0,0,0,1,2,1,0,2,2,0,0,0,3,97,67,30,26370.79166652
P43,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,2,1,0,2,1,0,0,80,1,0,0,0,1,3,0,0,0,2,1,0,4,0,1,1,0,0,0,0,114,80,34,26413.1783375742
P44,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,0,1,3,2,1,0,1,0,0,107,80,27,26403.296173572602
P45,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,2,1,0,2,0,1,1,1,0,1,3,3,0,0,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,68,2,0,0,0,0,1,0,1,0,1,1,1,3,2,0,0,1,0,112,68,44,26234.599871626004
P46,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,0,2,0,1,0,0,1,0,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,1,84,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,117,84,33,26538.6420798252
P47,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,62,0,0,0,0,2,2,1,0,0,0,4,2,1,0,1,0,93,62,31,26111.361013879996
P48,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,2,2,2,0,0,0,0,0,0,1,68,1,0,0,0,2,0,1,0,0,7,0,0,0,0,1,104,68,36,26553.5055642324
P49,1,1,1,0,1,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,1,5,1,0,2,0,0,1,0,68,0,2,0,0,0,0,0,0,0,2,2,4,0,0,107,68,39,26383.115903861602
P50,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,67,0,7,2,1,1,3,0,0,0,1,1,1,0,97,67,30,26794.1319742342
P51,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,64,0,0,2,1,2,0,0,0,1,0,1,0,83,64,19,26455.986663812004
P52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,0,58,48,10,26732.8026852652
P53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,71,57,14,28562.0986962366
P54,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,68,61,7,29488.1368746776
P55,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,71,52,19,26463.263078226606
P56,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,2,2,0,0,0,0,0,1,0,1,1,1,0,1,0,11,1,0,0,2,0,2,0,39,11,28,26538.238796233807
P57,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,37,16,21,26560.170681005002
P58,1,5,0,0,0,3,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,1,3,4,1,4,0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,16,0,0,0,0,0,58,16,42,26036.098132138395
P59,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,16,0,0,0,0,34,16,18,26641.057232854997
P60,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,2,1,1,2,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,16,0,0,0,44,16,28,26171.3904747986
P61,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,33,17,16,26571.897069454
P62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,32,0,47467.9470825152
P63,2,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,38,17,21,26415.060358047
