Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,num_total,num_local,num_remote,L
P18,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,68,0,1,0,1,0,2,1,0,0,0,2,3,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,6,1,1,1,0,3,0,3,112,68,44,26270.7634701804
P19,0,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,76,0,0,1,0,0,2,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,2,1,1,0,0,0,0,3,2,3,2,0,2,3,116,76,40,26341.8181295362
P20,1,2,0,1,1,0,6,0,0,2,2,0,1,1,0,0,4,0,0,0,60,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,2,1,1,3,4,1,2,3,0,110,60,50,26208.1808891362
P21,1,1,0,1,5,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,92,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,3,1,0,3,0,4,1,2,2,2,134,92,42,26419.394892687596
P22,0,2,0,1,0,0,1,3,0,0,0,1,0,1,0,2,0,1,0,0,0,0,68,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,2,2,5,0,4,0,1,109,68,41,26300.509078981002
P23,1,1,1,0,0,1,3,0,1,1,0,2,2,0,0,0,0,1,0,1,1,0,1,84,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,2,1,0,0,0,1,1,0,3,0,2,7,3,0,0,130,84,46,26549.564691553398
P24,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,68,0,0,1,0,1,1,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,0,2,2,2,1,1,0,0,0,0,3,1,2,0,1,2,0,6,112,68,44,26585.1269893798
P25,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,1,0,0,0,0,2,3,67,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,2,2,0,2,0,0,0,1,1,0,0,0,1,1,2,0,5,3,2,1,1,114,67,47,26304.5172252556
P26,0,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,63,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,3,1,3,0,0,0,4,2,97,63,34,26395.411233436
P27,1,0,0,2,1,1,3,0,0,1,1,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,74,0,0,0,0,1,0,0,0,1,3,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2,1,1,3,1,0,2,4,121,74,47,26235.708862783602
P28,0,0,2,0,1,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,68,4,0,4,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,1,3,4,0,0,4,0,1,118,68,50,26140.164786333604
P29,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,68,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,4,0,0,0,1,0,0,1,6,3,3,0,1,104,68,36,26477.665942193402
P30,1,0,0,0,6,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,85,0,0,0,0,0,0,2,1,2,0,1,3,1,0,5,0,2,1,4,0,0,0,0,0,2,1,0,0,0,1,1,3,6,138,85,53,26256.9125356508
P31,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,67,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,1,3,2,2,1,2,2,4,1,0,3,2,0,0,106,67,39,26531.259344115002
P32,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,2,1,1,0,4,1,103,74,29,26420.6873331132
P33,0,7,0,0,2,0,0,0,0,2,2,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,68,0,0,1,0,0,0,2,1,2,1,1,0,0,0,0,3,0,0,0,3,0,1,3,1,1,3,1,0,1,1,117,68,49,26107.717419615405
P34,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,84,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,0,113,84,29,26216.047592651008
P35,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,1,1,6,1,108,79,29,26624.922502513
P36,0,0,0,2,3,1,4,1,0,1,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,5,2,2,0,1,76,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1,2,0,1,3,1,3,0,127,76,51,26099.4833063998
P37,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,5,3,0,0,3,0,0,95,63,32,26326.943945891202
P38,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,87,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,2,2,1,3,1,0,0,3,0,2,119,87,32,26341.146608356197
P39,0,0,2,1,0,2,0,1,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,84,2,2,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,3,0,1,1,2,1,122,84,38,26439.892315376605
P40,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,1,1,0,0,1,1,0,5,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,68,0,4,0,0,1,0,4,0,1,0,0,3,3,0,0,0,0,3,4,2,0,1,0,116,68,48,26253.001989357203
P41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,1,2,3,1,2,0,0,3,0,1,1,3,2,0,2,0,75,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,1,0,2,3,1,118,75,43,26224.6573457654
P42,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,63,0,2,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,3,2,89,63,26,26194.612071525207
P43,0,1,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,79,1,0,0,0,2,0,0,0,0,1,0,1,0,4,0,0,1,0,0,2,106,79,27,26335.0202517548
P44,0,1,0,1,3,0,0,5,1,2,0,0,0,2,0,0,0,2,4,1,2,0,4,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,79,0,0,1,0,0,1,0,0,0,1,4,2,0,0,0,2,1,1,0,128,79,49,26280.812983989003
P45,2,0,0,3,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,2,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,68,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,4,103,68,35,26263.881561746402
P46,0,0,1,0,1,2,2,1,3,1,1,1,0,0,1,0,0,0,0,1,2,1,0,2,1,1,1,1,1,0,2,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,68,0,2,0,0,2,0,1,0,0,0,0,1,1,0,5,1,0,115,68,47,26075.194613929398
P47,0,1,4,1,1,1,0,1,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,63,0,2,0,0,3,3,0,1,0,0,1,1,3,1,1,0,106,63,43,26303.2129464062
P48,1,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,1,0,0,3,1,0,2,1,68,1,0,0,1,1,1,1,0,1,3,0,1,0,1,1,105,68,37,26317.934109229
P49,1,0,0,3,2,0,2,0,0,2,0,1,2,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,0,3,0,2,1,1,0,0,0,0,0,1,1,1,0,63,0,0,0,0,1,0,1,1,1,3,2,0,1,0,105,63,42,26217.685676581605
P50,0,1,1,0,1,1,1,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,2,1,3,0,0,1,0,0,0,0,3,0,1,1,0,68,0,0,0,1,0,0,1,2,0,1,0,2,2,108,68,40,26241.317988886796
P51,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67,0,0,0,0,2,0,0,0,2,0,0,0,90,67,23,26426.395649427606
P52,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,68,61,7,29586.8311743802
P53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,67,56,11,27422.766028409398
P54,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,69,60,9,29130.415259362002
P55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,49,0,0,0,0,0,0,1,0,70,49,21,26617.927323831405
P56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,35,32,3,47474.745175357806
P57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,17,0,0,0,0,0,0,33,17,16,26807.9899239584
P58,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,34,17,17,26727.83746529
P59,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,17,0,0,0,0,29,17,12,27025.751188276998
P60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,13,1,0,0,28,13,15,26528.412606242204
P61,1,0,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,0,2,1,0,0,0,0,3,5,0,1,0,1,1,0,3,1,0,2,0,2,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,52,16,36,26307.6400575638
P62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17,0,31,17,14,26746.371683118603
P63,0,1,1,0,0,1,0,1,0,0,1,0,3,0,1,3,0,1,0,1,2,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,43,17,26,26061.2295937544
