Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,0,0,0,21,0,0,4,2,0,10,0,4,10,8,7,4,2,1,2,3,4,2,1,12,5,5,0,7,0,2,0,4,120,0,120,3185.7760329264
P1,6,1,0,5,2,0,4,0,1,0,3,0,4,6,0,0,1,0,1,0,0,4,18,3,4,4,0,0,0,5,0,8,80,1,79,3185.8311443310004
P2,2,2,13,0,1,0,1,5,1,0,5,9,1,4,12,0,0,14,12,11,4,1,2,4,3,1,0,3,1,10,0,0,122,13,109,3184.9965510462
P3,1,0,3,4,0,13,1,0,15,2,0,5,4,5,0,1,4,5,0,6,11,0,3,2,10,0,3,0,2,1,9,0,110,4,106,3186.1774425520002
P4,0,1,0,4,9,6,4,8,5,0,1,8,10,0,0,10,12,1,0,0,4,3,1,1,2,4,3,12,4,3,0,0,116,9,107,3185.9144792595994
P5,1,1,0,0,9,0,4,9,9,0,10,0,0,3,0,8,3,3,16,1,4,1,0,0,0,2,0,4,2,2,12,2,106,0,106,3186.134547237
P6,2,3,0,1,0,0,3,1,4,9,6,0,0,1,8,9,0,1,4,2,4,0,0,0,2,0,10,0,6,8,1,1,86,3,83,3186.169851783
P7,4,0,2,0,0,5,1,4,0,5,4,4,1,4,2,2,6,0,2,0,2,4,5,3,0,0,2,1,11,1,0,6,81,4,77,3185.8729524644
P8,3,16,1,1,1,6,3,3,1,0,1,1,5,4,2,4,2,0,5,0,0,13,1,7,4,1,4,4,3,0,3,3,102,1,101,3185.469551088801
P9,1,1,5,0,1,6,3,10,8,2,6,1,0,0,4,4,0,6,1,8,6,2,4,0,0,0,7,4,1,3,3,5,102,2,100,3185.1707367928
P10,0,8,0,0,11,0,2,3,4,0,0,0,0,2,2,11,0,0,9,0,1,0,12,0,0,0,0,3,6,12,0,0,86,0,86,3185.6599478746
P11,5,12,7,3,4,0,7,9,5,7,6,11,2,0,0,1,1,4,3,4,0,5,0,0,2,13,7,3,1,4,3,0,129,11,118,3185.6837458656
P12,2,10,5,2,5,5,0,5,5,8,4,2,0,0,7,5,3,7,1,1,6,2,0,2,7,18,4,2,2,0,1,3,124,0,124,3185.1185421990003
P13,3,0,5,1,2,1,1,1,0,0,3,0,0,0,2,0,0,0,1,6,2,1,4,0,1,0,0,0,0,0,14,10,58,0,58,3185.8300018294003
P14,4,0,4,4,3,15,3,2,2,0,0,0,2,1,0,0,0,4,9,0,5,15,4,3,2,5,2,5,4,1,3,0,102,0,102,3185.9593334242
P15,7,4,1,2,5,2,14,6,3,4,6,0,5,2,4,13,7,5,3,9,0,0,2,0,1,0,7,5,0,3,4,4,128,13,115,3185.907250407
P16,6,4,1,1,6,18,5,0,0,6,5,2,5,1,1,1,4,5,3,0,1,5,0,11,3,1,2,3,0,1,7,5,113,4,109,3185.43874979
P17,0,0,0,12,0,5,4,2,9,7,4,4,5,9,4,2,0,0,8,3,2,5,7,2,1,8,2,0,5,1,0,5,116,0,116,3186.2077159914
P18,1,9,0,2,9,0,17,7,0,10,4,1,5,0,0,1,0,0,0,4,2,1,3,0,1,0,4,5,1,4,0,12,103,0,103,3185.6563539516
P19,4,5,0,1,4,4,0,2,1,0,0,4,0,5,0,0,1,0,0,5,0,1,3,6,0,0,8,1,8,3,0,5,71,5,66,3185.8713889119995
P20,4,2,1,0,0,1,2,1,1,7,0,0,0,3,1,0,6,0,0,2,2,2,1,16,0,5,2,1,6,2,4,2,74,2,72,3186.4357514402
P21,9,1,0,5,0,3,1,0,0,1,1,4,1,2,9,4,8,4,4,2,0,4,1,1,4,4,0,4,8,0,6,1,92,4,88,3185.631145959
P22,0,4,2,4,0,0,2,2,1,0,0,2,13,0,4,9,2,1,0,1,0,1,9,3,0,0,9,0,7,3,3,0,82,9,73,3185.8225922592
P23,13,5,0,16,5,5,4,0,9,0,0,2,0,0,0,1,8,6,4,1,17,2,4,6,8,0,3,0,0,0,6,4,129,6,123,3184.9817247406
P24,4,0,0,0,0,0,2,6,0,0,2,6,1,0,9,0,0,0,0,9,0,4,2,3,0,5,0,8,11,1,0,1,74,0,74,3184.8068876320003
P25,1,6,7,4,0,0,0,4,3,1,1,0,1,0,4,1,1,6,0,1,8,0,2,0,3,1,3,3,3,6,3,6,79,1,78,3186.2247118986006
P26,0,1,1,1,3,0,0,0,6,1,1,3,0,6,3,7,3,5,9,8,1,1,0,1,0,3,4,0,3,8,4,2,85,4,81,3185.5954790144
P27,7,1,0,0,1,0,1,4,1,0,2,1,0,4,1,0,0,3,1,0,0,13,0,3,11,2,1,5,0,2,8,1,73,5,68,3185.130105972001
P28,1,0,0,0,1,0,2,0,0,5,3,2,1,2,0,1,7,9,0,5,6,3,4,1,13,7,4,2,0,6,0,1,86,0,86,3184.8599805848003
P29,7,0,38,6,12,3,2,4,1,2,3,5,3,3,9,1,4,2,1,0,5,4,2,3,6,6,1,0,0,7,2,4,146,7,139,3185.8659086308007
P30,1,3,4,0,1,1,0,0,4,9,12,13,14,10,5,0,14,6,1,1,0,0,0,7,2,4,2,2,5,1,4,1,127,4,123,3186.2586331422003
P31,1,0,0,0,5,1,3,0,1,4,7,6,7,15,0,0,1,2,0,7,3,1,5,0,5,1,6,13,0,0,0,4,98,4,94,3185.9088373202003
