Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,5,0,7,17,4,16,1,0,50,5,45,2288.1675653484
P1,14,18,2,3,3,0,0,10,50,18,32,2290.1967010424
P2,17,5,8,17,0,0,1,2,50,8,42,2286.4323282264
P3,6,7,1,12,0,16,2,6,50,12,38,2286.2492256132
P4,0,16,0,0,1,17,0,16,50,1,49,2290.0653896227996
P5,0,0,16,1,17,0,0,16,50,0,50,2286.5664558472
P6,8,0,16,0,16,1,9,0,50,9,41,2290.3709945744
P7,0,4,0,0,9,0,37,0,50,0,50,2286.5089492852
