Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,7,0,3,0,1,27,5,2,45,7,38,1038.1248102144
P1,14,12,10,0,1,1,9,8,55,12,43,1038.2487020419999
P2,1,4,8,6,20,0,6,8,53,8,45,1037.5063400308
P3,9,6,14,17,0,1,7,6,60,17,43,1037.3435087152
P4,6,1,0,6,0,0,0,9,22,0,22,1037.6855525928
P5,12,4,7,2,2,0,2,9,38,0,38,1037.6039457276001
P6,1,19,7,14,13,7,7,4,72,7,65,1037.7243442468002
P7,0,4,1,5,13,14,14,4,55,4,51,1037.5433063504001
