Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,12,3,0,1,2,16,0,5,39,12,27,1037.8058099664
P1,5,3,0,4,0,6,8,7,33,3,30,1037.661947246
P2,4,1,24,8,2,0,4,8,51,24,27,1037.6704454476
P3,4,16,9,0,1,6,2,7,45,0,45,1037.401847834
P4,4,2,1,8,24,4,17,6,66,24,42,1037.3639373792
P5,9,11,3,27,1,10,5,2,68,10,58,1037.7213697288
P6,12,13,8,2,1,4,7,7,54,7,47,1037.8199472344
P7,0,1,5,0,19,4,7,8,44,8,36,1038.3352050836
