Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,14,3,2,6,1,20,22,2,70,14,56,1728.8939819411999
P1,8,5,20,10,12,12,8,2,77,5,72,1728.7212667392
P2,4,19,3,2,2,2,1,4,37,3,34,1729.5146780044001
P3,2,4,7,19,4,1,1,7,45,19,26,1728.7851438496
P4,3,2,10,0,0,2,12,12,41,0,41,1728.5994920728
P5,15,7,4,4,21,0,0,1,52,0,52,1728.9950551947998
P6,2,1,3,6,1,13,1,12,39,1,38,1729.1814565628001
P7,2,9,1,3,9,0,5,10,39,10,29,1728.6172904952
