Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,95,0,0,0,0,0,0,29,124,95,29,3173.68644
P1,0,100,0,0,0,0,0,29,129,100,29,3181.93479
P2,0,0,100,0,0,0,19,11,130,100,30,3154.699
P3,0,0,0,100,0,0,35,0,135,100,35,3169.63716
P4,0,0,0,0,100,33,2,0,135,100,35,3175.54675
P5,0,0,0,0,0,67,0,0,67,67,0,3176.20648
P6,5,0,0,0,0,0,44,0,49,44,5,3165.04037
P7,0,0,0,0,0,0,0,31,31,31,0,3199.49115
