Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,13,12,12,13,13,12,12,13,100,13,87,3173.93231
P1,13,12,12,13,13,12,12,13,100,12,88,3173.93231
P2,13,12,12,13,13,12,12,13,100,12,88,3173.93231
P3,13,12,12,13,13,12,12,13,100,13,87,3173.93231
P4,12,13,13,12,12,13,13,12,100,12,88,3175.12822
P5,12,13,13,12,12,13,13,12,100,13,87,3175.12822
P6,12,13,13,12,12,13,13,12,100,13,87,3175.12822
P7,12,13,13,12,12,13,13,12,100,12,88,3175.12822
