Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,2,3,1,4,1,0,2,2,15,2,13,499.97573197375004
P1,1,0,4,1,1,3,3,2,15,0,15,500.02691745625
P2,5,4,3,4,0,2,2,2,22,3,19,500.17380118625
P3,3,1,3,1,5,1,1,2,17,1,16,500.57691037875
P4,4,4,2,2,5,1,1,0,19,5,14,500.34196675499993
P5,0,0,1,3,3,4,2,2,15,4,11,500.03663599875
P6,0,1,2,0,0,3,3,3,12,3,9,500.35458207374995
P7,1,3,0,1,1,2,2,3,13,3,10,500.58683753749995
