Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,4,1,2,1,1,0,0,3,12,4,8,252.40812299750002
P1,0,1,0,1,0,0,2,0,4,1,3,251.9244074825
P2,0,0,0,0,1,3,1,2,7,0,7,253.06316613
P3,0,0,4,2,1,0,1,1,9,2,7,252.44662164500002
P4,1,1,1,1,2,1,1,0,8,2,6,252.56676673000004
P5,2,3,0,1,2,3,0,1,12,3,9,251.8032252625
P6,1,1,1,1,1,1,1,1,8,1,7,252.30524539
P7,0,1,0,1,0,0,2,0,4,0,4,251.9244074825
