Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,13,9,16,4,6,8,10,5,71,13,58,2023.89245406375
P1,7,21,0,5,3,10,9,5,60,21,39,2023.4614051953124
P2,1,0,20,7,7,4,8,13,60,20,40,2023.7352713934374
P3,15,3,0,23,7,2,10,4,64,23,41,2023.703664543125
P4,16,2,1,4,16,2,1,21,63,16,47,2024.325048928125
P5,6,24,11,0,16,25,1,7,90,25,65,2023.76923785125
P6,5,3,10,17,4,12,13,1,65,13,52,2024.1537570946878
P7,1,2,6,4,5,1,12,8,39,8,31,2023.8671638103124
