Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,27,27,58,3,3,15,24,3,160,27,133,4025.903211166563
P1,8,0,1,8,12,0,29,7,65,0,65,4026.0349448789066
P2,0,16,6,14,11,17,12,32,108,6,102,4026.3087246487503
P3,1,20,14,9,51,14,5,6,120,9,111,4026.5476364676565
P4,10,28,10,2,15,2,21,5,93,15,78,4026.5839494748443
P5,21,0,14,78,17,13,15,8,166,13,153,4026.1080179390633
P6,20,8,16,6,16,36,22,10,134,22,112,4025.60002580125
P7,41,29,9,8,3,31,0,57,178,57,121,4026.575879362969
