Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,2,4,22,58,12,49,57,8,212,2,210,7987.300033497186
P1,34,132,97,8,24,18,21,2,336,132,204,7986.988165027968
P2,15,20,67,70,66,82,18,18,356,67,289,7987.045008692811
P3,58,4,9,8,13,61,45,48,246,8,238,7986.836399524687
P4,73,6,6,3,55,2,42,15,202,55,147,7987.302638968045
P5,3,4,22,5,21,6,58,15,134,6,128,7987.6556471007025
P6,8,60,5,90,47,5,0,58,273,0,273,7987.109122607579
P7,63,26,28,14,18,33,15,92,289,92,197,7987.4841798210155
